Power,Velocity,beam D,layer thickness,Hatch spacing,defect_label
180.0,130.0,100.0,50.0,230.0,0
180.0,160.0,100.0,50.0,90.0,0
212.5,130.0,100.0,50.0,90.0,0
212.5,160.0,100.0,50.0,0.22,0
212.5,190.0,100.0,50.0,200.0,0
245.0,130.0,100.0,50.0,80.0,0
245.0,160.0,100.0,50.0,218.75,0
245.0,190.0,100.0,50.0,90.0,0
245.0,220.0,100.0,50.0,160.0,0
277.5,160.0,100.0,50.0,300.0,0
277.5,190.0,100.0,50.0,240.0,0
277.5,220.0,100.0,50.0,220.0,0
277.5,250.0,100.0,50.0,185.0,0
310.0,160.0,100.0,50.0,300.0,0
310.0,190.0,100.0,50.0,271.93,0
310.0,220.0,100.0,50.0,235.0,0
310.0,250.0,100.0,50.0,0.19,0
310.0,280.0,100.0,50.0,0.16,0
310.0,310.0,100.0,50.0,166.7,0
342.5,190.0,100.0,50.0,90.0,0
342.5,220.0,100.0,50.0,260.0,0
342.5,250.0,100.0,50.0,228.3,0
342.5,280.0,100.0,50.0,90.0,0
342.5,310.0,100.0,50.0,90.0,0
342.5,340.0,100.0,50.0,0.15,0
375.0,190.0,100.0,50.0,90.0,0
375.0,220.0,100.0,50.0,90.0,0
375.0,250.0,100.0,50.0,250.0,0
375.0,280.0,100.0,50.0,223.2,0
375.0,310.0,100.0,50.0,90.0,0
375.0,340.0,100.0,50.0,200.0,0
375.0,370.0,100.0,50.0,145.0,0
50.0,21.39037433,187.0,50.0,0.1496,0
150.0,80.21390374,187.0,50.0,311.67,0
150.0,64.17112299,187.0,50.0,168.3,0
250.0,133.6898396,187.0,50.0,0.27,0
350.0,299.4652406,187.0,50.0,168.3,0
350.0,187.1657754,187.0,50.0,312.0,0
450.0,385.026738,187.0,50.0,168.3,0
450.0,240.6417112,187.0,50.0,267.14,0
450.0,192.513369,187.0,50.0,0.4,0
550.0,784.3137255,187.0,50.0,140.0,0
550.0,470.5882353,187.0,50.0,168.3,0
550.0,294.1176471,187.0,50.0,288.0,0
250.0,80.64516129,248.0,50.0,500.0,0
350.0,112.9032258,248.0,50.0,198.4,0
450.0,181.4516129,248.0,50.0,223.2,0
450.0,145.1612903,248.0,50.0,223.2,0
550.0,354.8387097,248.0,50.0,223.2,0
550.0,221.7741935,248.0,50.0,450.0,0
550.0,177.4193548,248.0,50.0,550.0,0
250.0,50.0,500.0,100.0,400.0,0
350.0,50.0,500.0,100.0,500.0,0
350.0,80.0,500.0,100.0,400.0,0
450.0,80.0,500.0,100.0,0.45,0
250.0,50.0,500.0,100.0,400.0,0
350.0,50.0,500.0,100.0,500.0,0
350.0,80.0,500.0,100.0,400.0,0
450.0,80.0,500.0,100.0,450.0,0
130.0,900.0,0.08,0.02,0.06,0
130.0,1400.0,70.0,20.0,49.0,0
220.0,2400.0,70.0,20.0,49.0,0
220.0,2900.0,70.0,20.0,49.0,0
300.0,3400.0,0.07,0.02,0.049,0
325.0,100.0,100.0,50.0,90.0,0
325.0,130.0,100.0,50.0,90.0,0
325.0,160.0,0.36,50.0,0.3,0
325.0,190.0,100.0,50.0,90.0,0
325.0,280.0,100.0,50.0,90.0,0
325.0,340.0,180.0,50.0,144.0,0
325.0,370.0,0.159,50.0,0.135,0
350.0,160.0,0.1,50.0,0.09,0
350.0,190.0,100.0,50.0,90.0,0
350.0,220.0,100.0,50.0,90.0,0
350.0,250.0,0.28,50.0,0.232,0
350.0,280.0,250.0,50.0,200.0,0
350.0,310.0,220.0,50.0,176.0,0
350.0,340.0,210.0,50.0,180.0,0
375.0,190.0,0.1,50.0,0.09,0
375.0,220.0,320.0,50.0,256.0,0
375.0,250.0,100.0,50.0,250.0,0
375.0,280.0,280.0,50.0,225.0,0
375.0,340.0,200.0,50.0,180.0,0
375.0,370.0,200.0,50.0,170.0,0
375.0,400.0,213.07,50.0,170.45,0
75.0,300.0,70.0,50.0,75.0,1
75.0,200.0,70.0,50.0,0.115,1
75.0,100.0,70.0,50.0,250.0,1
100.0,400.0,70.0,50.0,0.08,1
100.0,300.0,70.0,50.0,100.0,1
100.0,200.0,70.0,50.0,150.0,1
125.0,500.0,70.0,50.0,83.3,1
150.0,800.0,70.0,50.0,63.0,1
150.0,700.0,70.0,50.0,63.0,1
150.0,600.0,70.0,50.0,75.0,1
150.0,500.0,70.0,50.0,90.0,1
150.0,400.0,70.0,50.0,120.0,1
175.0,500.0,70.0,50.0,120.0,1
175.0,400.0,70.0,50.0,145.8,1
175.0,300.0,70.0,50.0,180.0,1
200.0,700.0,70.0,50.0,90.0,1
200.0,600.0,70.0,50.0,120.0,1
200.0,500.0,70.0,50.0,130.0,1
75.0,300.0,70.0,50.0,80.0,1
75.0,200.0,70.0,50.0,0.11,1
75.0,100.0,70.0,50.0,230.0,1
100.0,400.0,70.0,50.0,80.0,1
100.0,300.0,70.0,50.0,0.1111,1
100.0,200.0,70.0,50.0,150.0,1
125.0,500.0,70.0,50.0,0.08,1
150.0,800.0,70.0,50.0,58.0,1
150.0,700.0,70.0,50.0,63.0,1
150.0,600.0,70.0,50.0,0.076923,1
150.0,500.0,70.0,50.0,90.0,1
150.0,400.0,70.0,50.0,115.0,1
175.0,500.0,70.0,50.0,120.0,1
175.0,400.0,70.0,50.0,150.0,1
175.0,300.0,70.0,50.0,180.0,1
200.0,700.0,70.0,50.0,95.0,1
200.0,600.0,70.0,50.0,100.0,1
200.0,500.0,70.0,50.0,130.0,1
200.0,1600.0,90.0,30.0,90.0,1
200.0,1600.0,90.0,30.0,90.0,1
50.0,136.0544218,98.0,50.0,110.0,1
50.0,81.63265306,98.0,50.0,200.0,1
50.0,51.02040816,98.0,50.0,301.6,1
150.0,408.1632653,98.0,50.0,115.0,1
150.0,244.8979592,98.0,50.0,200.0,1
250.0,680.2721088,98.0,50.0,113.0,1
82.5,100.0,100.0,50.0,240.0,1
82.5,130.0,100.0,50.0,200.0,1
82.5,160.0,100.0,50.0,160.0,1
115.0,100.0,100.0,50.0,350.0,1
115.0,130.0,100.0,50.0,272.0,1
115.0,160.0,100.0,50.0,240.0,1
115.0,190.0,100.0,50.0,180.0,1
115.0,220.0,100.0,50.0,160.0,1
147.5,160.0,100.0,50.0,280.0,1
147.5,190.0,100.0,50.0,260.0,1
147.5,220.0,100.0,50.0,206.0,1
147.5,250.0,100.0,50.0,181.54,1
147.5,280.0,100.0,50.0,160.0,1
180.0,190.0,100.0,50.0,300.0,1
180.0,220.0,100.0,50.0,250.0,1
180.0,250.0,100.0,50.0,0.22,1
180.0,280.0,100.0,50.0,200.0,1
180.0,310.0,100.0,50.0,180.0,1
180.0,340.0,100.0,50.0,176.47,1
212.5,220.0,100.0,50.0,0.3,1
212.5,250.0,100.0,50.0,250.0,1
212.5,280.0,100.0,50.0,233.5,1
212.5,310.0,100.0,50.0,210.0,1
212.5,340.0,100.0,50.0,208.3,1
212.5,370.0,100.0,50.0,180.0,1
212.5,400.0,100.0,50.0,180.0,1
245.0,250.0,100.0,50.0,300.0,1
245.0,280.0,100.0,50.0,270.0,1
245.0,310.0,100.0,50.0,240.0,1
245.0,340.0,100.0,50.0,220.0,1
245.0,370.0,100.0,50.0,200.0,1
245.0,400.0,100.0,50.0,200.0,1
277.5,280.0,100.0,50.0,300.0,1
277.5,310.0,100.0,50.0,300.0,1
277.5,340.0,100.0,50.0,250.0,1
277.5,370.0,100.0,50.0,230.0,1
277.5,400.0,100.0,50.0,210.0,1
310.0,340.0,100.0,50.0,280.0,1
310.0,370.0,100.0,50.0,270.0,1
310.0,400.0,100.0,50.0,230.0,1
342.5,370.0,100.0,50.0,300.0,1
342.5,400.0,100.0,50.0,250.0,1
375.0,400.0,100.0,50.0,300.0,1
82.5,100.0,100.0,50.0,250.0,1
82.5,130.0,100.0,50.0,205.0,1
82.5,160.0,100.0,50.0,170.0,1
115.0,100.0,100.0,50.0,328.6,1
115.0,130.0,100.0,50.0,270.0,1
115.0,160.0,100.0,50.0,210.0,1
115.0,190.0,100.0,50.0,185.0,1
115.0,220.0,100.0,50.0,160.0,1
147.5,160.0,100.0,50.0,283.65,1
147.5,190.0,100.0,50.0,240.0,1
147.5,220.0,100.0,50.0,220.0,1
147.5,250.0,100.0,50.0,180.0,1
147.5,280.0,100.0,50.0,160.0,1
180.0,190.0,100.0,50.0,90.0,1
180.0,220.0,100.0,50.0,250.0,1
180.0,250.0,100.0,50.0,220.0,1
180.0,280.0,100.0,50.0,200.0,1
180.0,310.0,100.0,50.0,180.0,1
180.0,340.0,100.0,50.0,163.0,1
212.5,220.0,100.0,50.0,300.0,1
212.5,250.0,100.0,50.0,283.3,1
212.5,280.0,100.0,50.0,240.0,1
212.5,310.0,100.0,50.0,90.0,1
212.5,340.0,100.0,50.0,190.0,1
212.5,370.0,100.0,50.0,190.0,1
212.5,400.0,100.0,50.0,160.0,1
245.0,250.0,100.0,50.0,300.0,1
245.0,280.0,100.0,50.0,275.0,1
245.0,310.0,100.0,50.0,240.0,1
245.0,340.0,100.0,50.0,240.0,1
245.0,370.0,100.0,50.0,200.0,1
245.0,400.0,100.0,50.0,200.0,1
277.5,280.0,100.0,50.0,305.0,1
277.5,310.0,100.0,50.0,280.0,1
277.5,340.0,100.0,50.0,250.0,1
277.5,370.0,100.0,50.0,231.0,1
277.5,400.0,100.0,50.0,230.0,1
310.0,340.0,100.0,50.0,280.0,1
310.0,370.0,100.0,50.0,250.0,1
310.0,400.0,100.0,50.0,240.0,1
342.5,370.0,100.0,50.0,285.0,1
342.5,400.0,100.0,50.0,300.0,1
375.0,400.0,100.0,50.0,300.0,1
50.0,71.30124777,187.0,50.0,215.7,1
50.0,42.78074866,187.0,50.0,0.39,1
50.0,26.73796791,187.0,50.0,168.3,1
150.0,213.9037433,187.0,50.0,215.795528,1
150.0,128.342246,187.0,50.0,380.0,1
250.0,356.5062389,187.0,50.0,216.0,1
250.0,213.9037433,187.0,50.0,0.3895833333,1
350.0,499.1087344,187.0,50.0,220.0,1
450.0,641.7112299,187.0,50.0,216.0,1
50.0,53.76344086,248.0,50.0,286.0,1
50.0,32.25806452,248.0,50.0,0.5,1
50.0,20.16129032,248.0,50.0,0.8,1
50.0,16.12903226,248.0,50.0,954.0,1
150.0,161.2903226,248.0,50.0,310.0,1
150.0,96.77419355,248.0,50.0,500.0,1
150.0,60.48387097,248.0,50.0,750.0,1
150.0,48.38709677,248.0,50.0,950.0,1
250.0,268.8172043,248.0,50.0,300.0,1
250.0,161.2903226,248.0,50.0,480.0,1
250.0,100.8064516,248.0,50.0,720.0,1
350.0,376.344086,248.0,50.0,310.0,1
350.0,225.8064516,248.0,50.0,550.0,1
450.0,483.8709677,248.0,50.0,300.0,1
450.0,290.3225806,248.0,50.0,450.0,1
550.0,591.3978495,248.0,50.0,270.0,1
150.0,50.0,500.0,100.0,450.0,1
150.0,80.0,500.0,100.0,400.0,1
250.0,80.0,500.0,100.0,0.45,1
150.0,50.0,500.0,100.0,0.45,1
150.0,80.0,500.0,100.0,0.35,1
250.0,80.0,500.0,100.0,450.0,1
45.0,400.0,0.09,0.03,0.072,1
45.0,900.0,0.07,0.02,0.049,1
45.0,1400.0,90.0,40.0,72.0,1
45.0,1900.0,0.085,0.04,0.068,1
45.0,2400.0,90.0,40.0,72.0,1
45.0,2900.0,90.0,40.0,72.0,1
45.0,3400.0,0.07,0.02,0.049,1
130.0,1900.0,0.085,0.04,0.064,1
130.0,2400.0,0.07,0.02,0.049,1
130.0,2900.0,0.07,0.02,0.049,1
130.0,3400.0,0.07,0.02,0.049,1
220.0,3400.0,0.07,0.02,0.049,1
200.0,800.0,50.0,50.0,62.5,2
300.0,800.0,50.0,50.0,93.75,2
400.0,800.0,50.0,50.0,0.125,2
200.0,800.0,50.0,50.0,62.5,2
300.0,800.0,50.0,50.0,90.0,2
400.0,800.0,50.0,50.0,125.0,2
180.0,370.0,100.0,50.0,108.1,2
180.0,400.0,100.0,50.0,110.0,2
180.0,370.0,100.0,50.0,110.0,2
180.0,400.0,100.0,50.0,112.5,2
600.0,400.0,37.5,30.0,105.0,3
600.0,500.0,37.5,30.0,105.0,3
600.0,600.0,37.5,30.0,105.0,3
600.0,700.0,37.5,30.0,105.0,3
600.0,800.0,37.5,30.0,105.0,3
600.0,400.0,37.5,30.0,105.0,3
600.0,500.0,37.5,30.0,105.0,3
600.0,600.0,37.5,30.0,105.0,3
600.0,700.0,37.5,30.0,105.0,3
600.0,800.0,37.5,30.0,105.0,3
70.0,0.6,45.0,25.0,100.0,3
70.0,0.6,45.0,25.0,100.0,3
100.0,150.0,55.0,75.0,45.0,3
100.0,200.0,55.0,75.0,44.0,3
200.0,300.0,55.0,75.0,44.0,3
200.0,400.0,55.0,75.0,41.7,3
100.0,150.0,55.0,75.0,45.0,3
100.0,200.0,55.0,75.0,41.25,3
200.0,300.0,55.0,75.0,44.0,3
200.0,400.0,55.0,75.0,40.0,3
59.3188,300.0,59.0,20.0,41.3,3
99.3784,300.0,59.0,40.0,41.3,3
213.8344,300.0,59.0,50.0,47.2,3
299.6764,300.0,59.0,60.0,53.1,3
408.4096,300.0,59.0,0.06,0.0531,3
59.3188,500.0,59.0,20.0,41.3,3
99.3784,500.0,59.0,30.0,45.0,3
213.8344,500.0,59.0,50.0,47.2,3
299.6764,500.0,59.0,60.0,50.0,3
408.4096,500.0,59.0,60.0,53.1,3
99.3784,700.0,59.0,20.0,41.3,3
213.8344,700.0,59.0,30.0,45.0,3
299.6764,700.0,59.0,50.0,50.15,3
408.4096,700.0,59.0,0.04,0.0472,3
59.3188,300.0,59.0,25.0,47.2,3
99.3784,300.0,59.0,0.04,0.05,3
213.8344,300.0,59.0,60.0,53.0,3
299.6764,300.0,59.0,60.0,53.1,3
408.4096,300.0,59.0,0.06,0.0531,3
59.3188,500.0,59.0,0.02,0.0413,3
99.3784,500.0,59.0,26.0,47.2,3
213.8344,500.0,59.0,40.0,47.2,3
299.6764,500.0,59.0,56.54,53.0,3
408.4096,500.0,59.0,40.0,47.2,3
99.3784,700.0,59.0,20.0,41.3,3
213.8344,700.0,59.0,40.0,47.2,3
299.6764,700.0,59.0,40.0,47.2,3
408.4096,700.0,59.0,0.04,0.0472,3
200.0,100.0,78.0,50.0,54.6,3
250.0,100.0,78.0,50.0,70.2,3
300.0,100.0,78.0,50.0,62.4,3
200.0,100.0,78.0,50.0,54.6,3
250.0,100.0,78.0,50.0,54.6,3
300.0,100.0,78.0,50.0,62.4,3
200.0,850.0,90.0,30.0,90.0,3
200.0,1000.0,90.0,30.0,90.0,3
200.0,850.0,90.0,30.0,90.0,3
200.0,1000.0,90.0,30.0,90.0,3
375.0,100.0,95.0,50.0,76.0,3
375.0,130.0,95.0,50.0,76.0,3
375.0,180.0,95.0,50.0,76.0,3
375.0,220.0,95.0,50.0,76.0,3
375.0,250.0,95.0,50.0,85.5,3
375.0,310.0,95.0,50.0,80.0,3
375.0,340.0,95.0,50.0,76.0,3
375.0,370.0,95.0,50.0,76.0,3
375.0,400.0,95.0,50.0,80.0,3
375.0,100.0,95.0,50.0,0.0855,3
375.0,130.0,95.0,50.0,76.0,3
375.0,180.0,95.0,50.0,76.0,3
375.0,220.0,95.0,50.0,80.0,3
375.0,250.0,95.0,50.0,76.0,3
375.0,310.0,95.0,50.0,76.0,3
375.0,340.0,95.0,50.0,85.5,3
375.0,370.0,95.0,50.0,76.0,3
375.0,400.0,95.0,50.0,76.0,3
250.0,204.0816327,98.0,50.0,70.0,3
350.0,357.1428571,98.0,50.0,68.6,3
350.0,285.7142857,98.0,50.0,78.4,3
450.0,459.1836735,98.0,50.0,78.4,3
450.0,367.3469388,98.0,50.0,88.2,3
550.0,897.9591837,98.0,50.0,76.0,3
550.0,561.2244898,98.0,50.0,78.4,3
550.0,448.9795918,98.0,50.0,78.4,3
212.5,100.0,100.0,50.0,70.0,3
245.0,100.0,100.0,50.0,80.0,3
277.5,100.0,100.0,50.0,80.0,3
277.5,130.0,100.0,50.0,90.0,3
310.0,100.0,100.0,50.0,80.0,3
310.0,130.0,100.0,50.0,90.0,3
342.5,100.0,100.0,50.0,80.0,3
342.5,130.0,100.0,50.0,80.0,3
342.5,160.0,100.0,50.0,90.0,3
375.0,100.0,100.0,50.0,70.0,3
375.0,130.0,100.0,50.0,80.0,3
375.0,160.0,100.0,50.0,80.0,3
212.5,100.0,100.0,50.0,80.0,3
245.0,100.0,100.0,50.0,90.0,3
277.5,100.0,100.0,50.0,80.0,3
277.5,130.0,100.0,50.0,80.0,3
310.0,100.0,100.0,50.0,80.0,3
310.0,130.0,100.0,50.0,80.0,3
342.5,100.0,100.0,50.0,0.08,3
342.5,130.0,100.0,50.0,80.0,3
342.5,160.0,100.0,50.0,80.0,3
375.0,100.0,100.0,50.0,70.0,3
375.0,130.0,100.0,50.0,70.0,3
375.0,160.0,100.0,50.0,80.0,3
300.0,1937.984496,116.0,40.0,90.0,3
300.0,1344.086022,116.0,40.0,90.0,3
300.0,1054.852321,116.0,40.0,90.0,3
350.0,2260.981912,116.0,40.0,90.0,3
350.0,1568.100358,116.0,40.0,90.0,3
350.0,1230.661041,116.0,40.0,90.0,3
300.0,1937.984496,116.0,40.0,90.0,3
300.0,1344.086022,116.0,40.0,90.0,3
300.0,1054.852321,116.0,40.0,90.0,3
350.0,2260.981912,116.0,40.0,90.0,3
350.0,1568.100358,116.0,40.0,90.0,3
350.0,1230.661041,116.0,40.0,90.0,3
150.0,20.0,500.0,100.0,350.0,3
250.0,20.0,500.0,100.0,400.0,3
350.0,20.0,500.0,100.0,400.0,3
450.0,20.0,500.0,100.0,400.0,3
450.0,50.0,500.0,100.0,350.0,3
150.0,20.0,500.0,100.0,400.0,3
250.0,20.0,500.0,100.0,400.0,3
350.0,20.0,500.0,100.0,400.0,3
450.0,20.0,500.0,100.0,400.0,3
450.0,50.0,500.0,100.0,400.0,3
130.0,400.0,0.09,0.03,0.0675,3
220.0,400.0,90.0,40.0,72.0,3
220.0,900.0,0.1,0.02,0.08,3
220.0,1400.0,70.0,20.0,49.0,3
220.0,1900.0,70.0,15.0,49.0,3
300.0,400.0,80.0,40.0,60.0,3
300.0,900.0,90.0,30.0,63.0,3
300.0,1400.0,80.0,20.0,56.0,3
300.0,1900.0,70.0,20.0,49.0,3
300.0,2400.0,60.0,20.0,42.0,3
300.0,2900.0,70.0,20.0,49.0,3
100.0,1500.0,35.0,20.0,60.0,0
100.0,2000.0,35.0,17.0,51.0,0
100.0,2500.0,35.0,16.0,48.0,0
150.0,1500.0,35.0,25.0,75.0,0
150.0,2000.0,35.0,22.66666667,68.0,0
150.0,2500.0,35.0,20.0,60.0,0
200.0,1000.0,35.0,35.0,110.0,0
200.0,2000.0,35.0,25.0,75.0,0
200.0,2500.0,35.0,23.33333333,70.0,0
250.0,1500.0,35.0,33.33333333,100.0,0
250.0,2000.0,35.0,27.66666667,83.0,0
250.0,2500.0,35.0,25.0,75.0,0
300.0,1000.0,35.0,43.33333333,130.0,0
300.0,1500.0,35.0,36.0,108.0,0
300.0,2000.0,35.0,30.66666667,92.0,0
300.0,2500.0,35.0,27.33333333,82.0,0
