Power,Velocity,beam D,layer thickness,Hatch spacing,defect_label
139.438,600.0,74,30.0,52.0,3
139.438,700.0,74,20.39,59.2,3
139.438,800.0,74,20.0,51.8,3
139.438,900.0,74,20.0,51.8,3
139.438,1200.0,74,20.0,38.0,3
168.052,600.0,74,30.0,56.0,3
168.052,600.0,74,0.03,0.0555,3
196.666,400.0,74,0.046,0.0592,3
196.666,600.0,74,30.0,59.2,3
196.666,700.0,74,30.0,59.0,3
196.666,800.0,74,28.0,52.0,3
196.666,900.0,74,25.0,52.0,3
196.666,1000.0,74,20.0,52.0,3
196.666,1100.0,74,0.022,0.0518,3
196.666,1200.0,74,20.0,51.8,3
196.666,400.0,74,50.0,55.0,3
196.666,600.0,74,35.0,59.2,3
196.666,700.0,74,30.0,52.0,3
196.666,800.0,74,25.0,59.2,3
196.666,900.0,74,24.0,55.0,3
196.666,1000.0,74,0.02,0.058,3
196.666,1100.0,74,20.0,52.0,3
196.666,1200.0,74,20.0,51.8,3
219.5572,400.0,74,40.0,59.2,3
219.5572,400.0,74,0.05,0.0592,3
253.894,600.0,74,40.0,59.2,3
253.894,700.0,74,40.0,60.0,3
253.894,800.0,74,30.0,55.0,3
253.894,900.0,74,28.0,59.0,3
253.894,1200.0,74,20.0,55.0,3
253.894,600.0,74,40.0,60.0,3
253.894,700.0,74,40.0,52.0,3
253.894,800.0,74,30.0,51.8,3
253.894,900.0,74,30.0,52.0,3
253.894,1200.0,74,22.0,56.0,3
311.122,700.0,74,0.05,0.0518,3
311.122,800.0,74,0.04,0.06,3
311.122,900.0,74,40.0,54.0,3
311.122,1000.0,74,0.035,0.055,3
311.122,1100.0,74,0.03,0.0555,3
311.122,1200.0,74,25.0,60.0,3
311.122,700.0,74,40.0,51.8,3
311.122,800.0,74,35.0,55.0,3
311.122,900.0,74,35.0,60.0,3
311.122,1000.0,74,0.03,0.059,3
311.122,1100.0,74,30.0,58.0,3
311.122,1200.0,74,25.0,55.5,3
368.35,600.0,74,60.0,60.0,3
368.35,700.0,74,50.0,60.0,3
368.35,800.0,74,40.0,59.2,3
368.35,900.0,74,0.04,0.0592,3
368.35,1000.0,74,40.0,51.8,3
368.35,1200.0,74,0.03,0.0592,3
368.35,600.0,74,50.0,60.0,3
368.35,700.0,74,40.0,59.2,3
368.35,800.0,74,43.2,59.2,3
368.35,900.0,74,0.04,0.0592,3
368.35,1000.0,74,40.0,52.0,3
368.35,1200.0,74,0.03,0.055,3
425.578,600.0,74,60.0,66.6,3
425.578,700.0,74,56.0,60.0,3
425.578,800.0,74,0.05,0.0592,3
425.578,900.0,74,40.0,59.2,3
425.578,1000.0,74,0.04,0.0592,3
425.578,1100.0,74,0.04,0.0592,3
425.578,1200.0,74,30.0,55.0,3
425.578,600.0,74,50.0,59.0,3
425.578,700.0,74,0.05,0.06,3
425.578,800.0,74,40.0,59.2,3
425.578,900.0,74,0.04,0.0629,3
425.578,1000.0,74,0.04,0.0555,3
425.578,1100.0,74,0.04,0.0555,3
425.578,1200.0,74,40.0,52.0,3
482.806,600.0,74,0.06,0.0666,3
482.806,700.0,74,60.0,56.0,3
482.806,800.0,74,40.0,59.2,3
482.806,900.0,74,50.0,60.0,3
482.806,1000.0,74,40.0,60.0,3
482.806,1200.0,74,40.0,56.0,3
482.806,600.0,74,0.06,0.0666,3
482.806,700.0,74,60.0,66.0,3
482.806,800.0,74,0.06,0.06,3
482.806,900.0,74,0.05,0.0555,3
482.806,1000.0,74,45.3,59.2,3
482.806,1200.0,74,0.04,0.0592,3
540.034,600.0,74,60.0,66.6,3
540.034,700.0,74,50.0,59.2,3
540.034,800.0,74,50.0,51.8,3
540.034,900.0,74,0.05,0.0592,3
540.034,1000.0,74,50.0,59.2,3
540.034,1100.0,74,40.0,60.0,3
540.034,1200.0,74,0.04,0.0555,3
540.034,600.0,74,0.06,0.0666,3
540.034,700.0,74,0.05,0.0629,3
540.034,800.0,74,0.06,0.0666,3
540.034,900.0,74,40.0,55.0,3
540.034,1000.0,74,40.0,59.0,3
540.034,1100.0,74,55.3,59.2,3
540.034,1200.0,74,40.0,60.0,3
150.0,400.0,95,27.0,76.0,3
150.0,400.0,95,30.0,70.0,3
175.0,600.0,95,21.0,80.0,3
175.0,600.0,95,20.0,76.0,3
200.0,1200.0,95,20.0,55.0,3
200.0,400.0,95,40.0,76.0,3
200.0,600.0,95,0.025,0.075,3
200.0,700.0,95,30.0,66.5,3
200.0,900.0,95,0.02,0.0665,3
200.0,1000.0,95,0.02,0.0665,3
200.0,1100.0,95,20.0,55.0,3
200.0,1200.0,95,18.0,57.0,3
200.0,400.0,95,40.0,75.0,3
200.0,600.0,95,30.0,70.0,3
200.0,700.0,95,0.024,0.076,3
200.0,900.0,95,0.022,0.0665,3
200.0,1000.0,95,20.0,67.0,3
200.0,1100.0,95,0.02,0.05225,3
200.0,1200.0,95,20.0,52.0,3
230.0,400.0,95,40.0,76.0,3
230.0,400.0,95,38.0,76.0,3
250.0,1200.0,95,20.0,66.5,3
250.0,600.0,95,35.0,70.0,3
250.0,700.0,95,26.1,76.0,3
250.0,900.0,95,22.0,75.0,3
250.0,1200.0,95,0.02089,0.0665,3
250.0,600.0,95,30.0,70.0,3
250.0,700.0,95,30.0,70.0,3
250.0,900.0,95,25.0,66.5,3
250.0,1200.0,95,20.0,70.0,3
280.0,600.0,95,0.04,0.075,3
280.0,600.0,95,40.0,76.0,3
300.0,1200.0,95,20.0,76.0,3
300.0,700.0,95,0.033,0.076,3
300.0,900.0,95,0.03,0.0665,3
300.0,1000.0,95,20.0,66.5,3
300.0,1100.0,95,25.0,66.5,3
300.0,1200.0,95,20.0,80.0,3
300.0,700.0,95,0.04,0.0665,3
300.0,900.0,95,20.0,76.0,3
300.0,1000.0,95,20.0,70.0,3
300.0,1100.0,95,22.0,75.0,3
300.0,1200.0,95,25.0,66.5,3
350.0,1200.0,95,25.0,75.0,3
350.0,600.0,95,40.0,75.0,3
350.0,700.0,95,0.04,0.075,3
350.0,900.0,95,30.0,66.5,3
350.0,1000.0,95,30.0,70.0,3
350.0,1200.0,95,25.0,71.25,3
350.0,600.0,95,0.04,0.076,3
350.0,700.0,95,40.0,66.5,3
350.0,900.0,95,0.03,0.076,3
350.0,1000.0,95,30.0,66.5,3
350.0,1200.0,95,0.025,0.07,3
400.0,600.0,95,55.0,76.0,3
400.0,700.0,95,40.0,76.0,3
400.0,900.0,95,40.0,67.0,3
400.0,1000.0,95,0.03,0.07,3
400.0,1100.0,95,0.03,0.075,3
400.0,600.0,95,40.0,66.5,3
400.0,700.0,95,0.04,0.08,3
400.0,900.0,95,40.0,70.0,3
400.0,1000.0,95,35.0,70.0,3
400.0,1100.0,95,30.0,66.5,3
450.0,1200.0,95,0.03,0.076,3
450.0,600.0,95,50.0,76.0,3
450.0,700.0,95,50.0,76.0,3
450.0,900.0,95,40.0,76.0,3
450.0,1000.0,95,35.0,75.0,3
450.0,1200.0,95,30.0,75.0,3
450.0,600.0,95,40.0,76.0,3
450.0,700.0,95,50.0,76.0,3
450.0,900.0,95,40.0,75.0,3
450.0,1000.0,95,40.0,70.0,3
450.0,1200.0,95,30.0,76.0,3
520.0,1100.0,95,0.04,0.07,3
520.0,1200.0,95,30.0,75.0,3
520.0,700.0,95,55.0,85.5,3
520.0,900.0,95,0.04,0.0665,3
520.0,1000.0,95,40.0,72.0,3
520.0,1100.0,95,30.0,80.0,3
520.0,1200.0,95,35.0,73.0,3
520.0,700.0,95,50.0,67.0,3
520.0,900.0,95,40.0,80.0,3
520.0,1000.0,95,38.0,76.0,3
520.0,1100.0,95,40.0,76.0,3
520.0,1200.0,95,0.04,0.06745,3
120.0,200.0,100,30.0,0.08,3
280.0,400.0,100,30.0,140.0,3
280.0,400.0,100,30.0,140.0,3
125.0,400.0,140,0.02,0.1,3
160.0,400.0,140,30.0,84.0,3
170.0,400.0,140,20.0,98.0,3
180.0,400.0,140,30.0,98.0,3
190.0,400.0,140,28.0,98.0,3
200.0,400.0,140,0.03,0.098,3
210.0,700.0,140,20.0,98.0,3
230.0,400.0,140,30.0,112.0,3
230.0,700.0,140,20.0,100.0,3
260.0,400.0,140,40.0,110.0,3
260.0,700.0,140,20.0,98.0,3
280.0,700.0,140,0.02,0.1,3
320.0,700.0,140,0.025,0.112,3
370.0,700.0,140,30.0,98.0,3
370.0,1000.0,140,20.0,98.0,3
420.0,700.0,140,30.0,112.0,3
520.0,700.0,140,40.0,110.0,3
