Power,Velocity,beam D,layer thickness,Hatch spacing,defect_label,material
250.0,161.2903226,248.0,50.0,480.0,1,SS316L
100.0,800.0,100.0,70.0,500.0,1,IN718
150.0,600.0,95.0,30.0,70.0,0,Ti-6Al-4V
250.0,2500.0,35.0,25.0,75.0,0,SS316L
225.0,1000.0,50.0,60.0,24.0,3,Ti-6Al-4V
250.0,250.0,74.0,40.0,66.6,3,IN718
150.0,800.0,50.0,60.0,20.0,3,Ti-6Al-4V
100.0,700.0,37.5,30.0,105.0,0,SS316L
175.0,500.0,70.0,50.0,120.0,1,SS316L
150.0,2200.0,90.0,40.0,72.0,1,IN718
40.0,600.0,39.0,30.0,35.1,1,Ti-6Al-4V
250.0,80.0,500.0,100.0,0.45,1,SS316L
175.0,1050.0,20.0,35.0,45.0,0,Ti-6Al-4V
250.0,100.0,35.0,125.0,375.0,0,SS316L
200.0,1100.0,95.0,0.02,0.05225,3,Ti-6Al-4V
300.0,800.0,50.0,60.0,40.0,3,Ti-6Al-4V
375.0,130.0,95.0,50.0,76.0,3,SS316L
600.0,700.0,37.5,30.0,105.0,3,SS316L
40.0,1200.0,39.0,30.0,30.0,1,Ti-6Al-4V
80.0,600.0,39.0,30.0,35.0,0,Ti-6Al-4V
300.0,100.0,35.0,133.3333333,400.0,0,SS316L
297.9023,1200.0,74.0,25.0,59.2,3,IN718
482.806,700.0,74.0,60.0,56.0,3,Ti-6Al-4V
150.0,1000.0,30.0,30.0,100.0,0,Ti-6Al-4V
540.034,800.0,74.0,0.06,0.0666,3,Ti-6Al-4V
450.0,80.0,500.0,100.0,450.0,0,SS316L
300.0,900.0,95.0,0.03,0.0665,3,Ti-6Al-4V
196.666,400.0,74.0,50.0,55.0,3,Ti-6Al-4V
50.0,20.16129032,248.0,50.0,0.8,1,SS316L
311.122,800.0,74.0,0.04,0.06,3,Ti-6Al-4V
200.0,250.0,74.0,40.0,59.2,3,IN718
100.0,600.0,100.0,40.0,80.0,1,IN718
277.5,250.0,100.0,50.0,185.0,0,SS316L
242.4484,1400.0,74.0,20.0,51.8,3,IN718
310.0,250.0,100.0,50.0,200.0,0,SS316L
150.0,2500.0,35.0,20.0,60.0,0,SS316L
300.0,600.0,100.0,70.0,500.0,0,IN718
180.0,400.0,700.0,100.0,103.0,1,IN718
285.0,600.0,100.0,40.0,70.0,3,IN718
550.0,784.3137255,187.0,50.0,140.0,0,SS316L
150.0,20.0,500.0,100.0,350.0,3,SS316L
200.0,400.0,140.0,0.03,0.098,3,Ti-6Al-4V
375.0,250.0,100.0,50.0,250.0,0,SS316L
250.0,1000.0,35.0,40.0,120.0,0,SS316L
375.0,340.0,100.0,50.0,190.0,0,SS316L
325.0,280.0,100.0,50.0,90.0,0,SS316L
150.0,1200.0,100.0,70.0,500.0,1,IN718
180.0,600.0,700.0,100.0,103.0,1,IN718
150.0,1200.0,90.0,40.0,81.0,1,IN718
195.0,500.0,30.0,30.0,100.0,3,Ti-6Al-4V
300.0,2400.0,60.0,20.0,42.0,3,SS316L
150.0,700.0,70.0,50.0,63.0,1,SS316L
342.5,400.0,100.0,50.0,250.0,1,SS316L
180.0,400.0,700.0,100.0,103.0,1,IN718
350.0,1000.0,95.0,30.0,70.0,3,Ti-6Al-4V
200.0,1600.0,90.0,30.0,90.0,1,SS316L
280.0,1200.0,100.0,30.0,140.0,0,Ti-6Al-4V
375.0,190.0,100.0,50.0,90.0,0,SS316L
187.8529,1400.0,74.0,0.02,0.047,3,IN718
100.0,146.0,50.0,60.0,0.04,3,Ti-6Al-4V
200.0,700.0,95.0,0.024,0.076,3,Ti-6Al-4V
350.0,1200.0,95.0,25.0,71.25,3,Ti-6Al-4V
200.0,850.0,90.0,30.0,90.0,3,SS316L
280.0,400.0,100.0,30.0,140.0,3,Ti-6Al-4V
213.8344,700.0,59.0,40.0,47.2,3,SS316L
277.5,340.0,100.0,50.0,250.0,1,SS316L
100.0,200.0,100.0,50.0,80.0,0,IN718
407.9518,600.0,74.0,40.0,60.0,3,IN718
175.0,500.0,70.0,50.0,120.0,1,SS316L
100.0,300.0,70.0,50.0,100.0,1,SS316L
212.5,370.0,100.0,50.0,180.0,1,SS316L
350.0,1230.661041,116.0,40.0,90.0,3,SS316L
75.0,800.0,0.1,40.0,0.09,1,IN718
50.0,26.73796791,187.0,50.0,168.3,1,SS316L
375.0,370.0,200.0,50.0,170.0,0,SS316L
175.0,400.0,70.0,50.0,150.0,1,SS316L
120.0,400.0,39.0,30.0,85.0,0,Ti-6Al-4V
285.0,960.0,74.0,40.0,46.0,3,IN718
230.0,400.0,95.0,38.0,76.0,3,Ti-6Al-4V
450.0,459.1836735,98.0,50.0,78.4,3,SS316L
250.0,680.2721088,98.0,50.0,113.0,1,SS316L
213.8344,300.0,59.0,60.0,53.0,3,SS316L
125.0,500.0,70.0,50.0,0.08,1,SS316L
297.9023,1200.0,74.0,29.5,52.0,3,IN718
375.0,370.0,100.0,50.0,145.0,0,SS316L
370.0,800.0,100.0,35.0,70.0,3,IN718
160.0,800.0,39.0,30.0,60.0,0,Ti-6Al-4V
100.0,1000.0,50.0,60.0,11.1,3,Ti-6Al-4V
45.0,3400.0,0.07,0.02,0.049,1,SS316L
100.0,500.0,35.0,36.66666667,110.0,0,SS316L
50.0,53.76344086,248.0,50.0,286.0,1,SS316L
300.0,1100.0,95.0,25.0,66.5,3,Ti-6Al-4V
282.508,550.0,74.0,40.0,59.2,3,IN718
482.806,900.0,74.0,0.05,0.0555,3,Ti-6Al-4V
375.0,370.0,95.0,50.0,76.0,3,SS316L
300.0,1400.0,100.0,70.0,500.0,2,IN718
150.0,800.0,70.0,40.0,49.0,0,IN718
95.0,210.0,50.0,30.0,75.0,3,Ti-6Al-4V
130.0,1900.0,0.085,0.04,0.064,1,SS316L
212.5,280.0,100.0,50.0,240.0,1,SS316L
150.0,244.8979592,98.0,50.0,200.0,1,SS316L
75.0,1000.0,50.0,60.0,0.008,3,Ti-6Al-4V
370.0,400.0,100.0,50.0,85.0,3,IN718
407.9518,1000.0,74.0,40.0,62.0,3,IN718
299.6764,700.0,59.0,40.0,47.2,3,SS316L
280.0,950.0,100.0,70.0,500.0,0,IN718
220.0,2900.0,70.0,20.0,49.0,0,SS316L
520.0,1100.0,95.0,30.0,80.0,3,Ti-6Al-4V
350.0,225.8064516,248.0,50.0,550.0,1,SS316L
210.0,1000.0,140.0,30.0,70.0,0,Ti-6Al-4V
300.0,400.0,100.0,40.0,80.0,3,IN718
160.0,400.0,39.0,30.0,120.0,0,Ti-6Al-4V
120.0,600.0,39.0,30.0,60.0,0,Ti-6Al-4V
200.0,900.0,95.0,0.022,0.0665,3,Ti-6Al-4V
250.0,600.0,100.0,40.0,80.0,0,IN718
225.0,800.0,50.0,60.0,0.03,3,Ti-6Al-4V
40.0,200.0,39.0,30.0,60.0,0,Ti-6Al-4V
132.8568,800.0,74.0,20.0,51.8,3,IN718
280.0,1200.0,100.0,30.0,40.0,0,Ti-6Al-4V
425.578,1000.0,74.0,0.04,0.0592,3,Ti-6Al-4V
277.5,280.0,100.0,50.0,300.0,1,SS316L
200.0,1000.0,20.0,20.0,14.0,3,Ti-6Al-4V
150.0,2000.0,20.0,20.0,60.0,1,Ti-6Al-4V
175.0,1050.0,20.0,35.0,42.0,0,Ti-6Al-4V
400.0,800.0,50.0,50.0,125.0,2,SS316L
250.0,20.0,500.0,100.0,400.0,3,SS316L
342.5,340.0,100.0,50.0,90.0,0,SS316L
200.0,800.0,100.0,35.0,70.0,0,IN718
299.6764,500.0,59.0,60.0,50.0,3,SS316L
350.0,1100.0,100.0,0.02,0.08,3,IN718
100.0,900.0,37.5,30.0,105.0,0,SS316L
175.0,1250.0,20.0,35.0,0.036,0,Ti-6Al-4V
100.0,400.0,100.0,70.0,500.0,0,IN718
50.0,750.0,30.0,30.0,101.010101,1,Ti-6Al-4V
450.0,1200.0,95.0,0.03,0.076,3,Ti-6Al-4V
299.6764,300.0,59.0,60.0,53.1,3,SS316L
375.0,370.0,100.0,50.0,160.0,0,SS316L
150.0,200.0,100.0,70.0,500.0,3,IN718
150.0,500.0,70.0,50.0,90.0,1,SS316L
80.0,400.0,39.0,30.0,60.0,0,Ti-6Al-4V
245.0,190.0,100.0,50.0,90.0,0,SS316L
540.034,700.0,74.0,0.05,0.0629,3,Ti-6Al-4V
180.0,340.0,100.0,50.0,176.47,1,SS316L
245.0,220.0,100.0,50.0,160.0,0,SS316L
150.0,800.0,100.0,25.0,75.0,0,IN718
342.5,100.0,100.0,50.0,80.0,3,SS316L
245.0,220.0,100.0,50.0,160.0,0,SS316L
200.0,700.0,70.0,50.0,90.0,1,SS316L
242.4484,1000.0,74.0,25.0,51.8,3,IN718
150.0,400.0,100.0,70.0,500.0,0,IN718
175.0,1450.0,20.0,35.0,28.0,0,Ti-6Al-4V
242.4484,800.0,74.0,0.03,0.0592,3,IN718
250.0,1200.0,95.0,20.0,70.0,3,Ti-6Al-4V
75.0,1000.0,50.0,60.0,25.0,3,Ti-6Al-4V
50.0,42.78074866,187.0,50.0,0.39,1,SS316L
45.0,1900.0,0.085,0.04,0.068,1,SS316L
350.0,20.0,500.0,100.0,400.0,3,SS316L
99.3784,700.0,59.0,20.0,41.3,3,SS316L
200.0,1100.0,95.0,20.0,55.0,3,Ti-6Al-4V
99.3784,500.0,59.0,26.0,47.2,3,SS316L
425.578,700.0,74.0,56.0,60.0,3,Ti-6Al-4V
425.578,700.0,74.0,0.05,0.06,3,Ti-6Al-4V
350.0,1568.100358,116.0,40.0,90.0,3,SS316L
100.0,500.0,30.0,30.0,101.010101,0,Ti-6Al-4V
310.0,280.0,100.0,50.0,0.16,0,SS316L
250.0,700.0,95.0,26.1,76.0,3,Ti-6Al-4V
242.4484,800.0,74.0,30.0,52.0,3,IN718
110.824,400.0,74.0,25.0,60.0,3,Ti-6Al-4V
100.0,1000.0,100.0,40.0,80.0,1,IN718
60.0,0.6,45.0,25.0,100.0,0,SS316L
540.034,900.0,74.0,0.05,0.0592,3,Ti-6Al-4V
50.0,1000.0,30.0,30.0,104.1666667,1,Ti-6Al-4V
550.0,470.5882353,187.0,50.0,168.3,0,SS316L
350.0,1100.0,100.0,0.03,0.07,3,IN718
187.8529,200.0,74.0,0.05,0.0592,3,IN718
45.0,2400.0,90.0,40.0,72.0,1,SS316L
160.0,1400.0,39.0,30.0,31.2,0,Ti-6Al-4V
482.806,600.0,74.0,0.06,0.0666,3,Ti-6Al-4V
200.0,600.0,70.0,50.0,100.0,1,SS316L
300.0,800.0,50.0,50.0,90.0,2,SS316L
150.0,700.0,95.0,30.0,76.0,0,Ti-6Al-4V
342.5,340.0,100.0,50.0,0.15,0,SS316L
400.0,1250.0,100.0,30.0,70.0,3,IN718
140.0,950.0,100.0,0.02,0.05,3,IN718
277.5,190.0,100.0,50.0,240.0,0,SS316L
196.666,800.0,74.0,28.0,52.0,3,Ti-6Al-4V
350.0,20.0,500.0,100.0,400.0,3,SS316L
125.0,400.0,100.0,70.0,500.0,0,IN718
150.0,64.17112299,187.0,50.0,168.3,0,SS316L
150.0,122.4489796,98.0,50.0,200.0,0,SS316L
600.0,800.0,37.5,30.0,105.0,3,SS316L
350.0,285.7142857,98.0,50.0,78.4,3,SS316L
310.0,310.0,100.0,50.0,166.7,0,SS316L
40.0,400.0,39.0,30.0,55.0,1,Ti-6Al-4V
540.034,600.0,74.0,0.06,0.0666,3,Ti-6Al-4V
196.666,700.0,74.0,30.0,59.0,3,Ti-6Al-4V
400.0,900.0,100.0,0.03,0.08,3,IN718
75.0,455.0,50.0,60.0,18.0,3,Ti-6Al-4V
100.0,600.0,100.0,70.0,500.0,1,IN718
375.0,340.0,100.0,50.0,200.0,0,SS316L
180.0,310.0,100.0,50.0,180.0,1,SS316L
250.0,1400.0,100.0,30.0,70.0,2,IN718
342.5,220.0,100.0,50.0,260.0,0,SS316L
368.35,900.0,74.0,0.04,0.0592,3,Ti-6Al-4V
80.0,1400.0,39.0,30.0,0.034,1,Ti-6Al-4V
212.5,400.0,100.0,50.0,180.0,1,SS316L
139.438,700.0,74.0,20.39,59.2,3,Ti-6Al-4V
200.0,1000.0,100.0,70.0,500.0,0,IN718
100.0,200.0,100.0,70.0,500.0,0,IN718
285.0,950.0,100.0,25.0,70.0,3,IN718
67.5,305.0,50.0,30.0,87.5,1,Ti-6Al-4V
245.0,100.0,100.0,50.0,80.0,3,SS316L
82.5,100.0,100.0,50.0,240.0,1,SS316L
100.0,1500.0,35.0,20.0,60.0,0,SS316L
150.0,50.0,500.0,100.0,0.45,1,SS316L
150.0,80.0,500.0,100.0,400.0,1,SS316L
40.0,400.0,39.0,60.0,30.4,1,Ti-6Al-4V
100.0,500.0,35.0,36.66666667,110.0,0,SS316L
425.578,800.0,74.0,0.05,0.0592,3,Ti-6Al-4V
213.8344,700.0,59.0,30.0,45.0,3,SS316L
175.0,400.0,70.0,50.0,145.8,1,SS316L
375.0,100.0,100.0,50.0,70.0,3,SS316L
300.0,3400.0,0.07,0.02,0.049,0,SS316L
150.0,1000.0,100.0,40.0,80.0,1,IN718
59.3188,300.0,59.0,20.0,41.3,3,SS316L
250.0,2000.0,20.0,20.0,50.0,0,Ti-6Al-4V
368.35,900.0,74.0,0.04,0.0592,3,Ti-6Al-4V
75.0,800.0,90.0,40.0,72.0,1,IN718
115.0,220.0,100.0,50.0,160.0,1,SS316L
59.3188,300.0,59.0,25.0,47.2,3,SS316L
100.0,200.0,70.0,50.0,150.0,1,SS316L
120.0,1000.0,39.0,30.0,33.0,0,Ti-6Al-4V
200.0,200.0,100.0,70.0,500.0,3,IN718
225.0,1000.0,50.0,60.0,0.025,3,Ti-6Al-4V
200.0,600.0,55.0,75.0,38.5,0,SS316L
187.8529,1200.0,74.0,20.0,51.8,3,IN718
310.0,160.0,100.0,50.0,323.0,0,SS316L
132.8568,1200.0,74.0,15.0,51.8,3,IN718
300.0,1000.0,35.0,43.33333333,130.0,0,SS316L
310.0,400.0,100.0,50.0,240.0,1,SS316L
342.5,250.0,100.0,50.0,228.3,0,SS316L
368.35,700.0,74.0,40.0,59.2,3,Ti-6Al-4V
230.0,400.0,140.0,30.0,112.0,3,Ti-6Al-4V
150.0,900.0,95.0,25.0,66.5,0,Ti-6Al-4V
150.0,1000.0,50.0,60.0,15.0,3,Ti-6Al-4V
370.0,1400.0,100.0,40.0,80.0,2,IN718
368.35,800.0,74.0,43.2,59.2,3,Ti-6Al-4V
300.0,1937.984496,116.0,40.0,90.0,3,SS316L
277.5,100.0,100.0,50.0,80.0,3,SS316L
210.0,700.0,140.0,20.0,98.0,3,Ti-6Al-4V
300.0,1500.0,35.0,36.0,108.0,0,SS316L
408.4096,700.0,59.0,0.04,0.0472,3,SS316L
100.0,1000.0,35.0,25.0,75.0,0,SS316L
187.8529,600.0,74.0,30.0,55.0,3,IN718
150.0,100.0,35.0,97.33333333,292.0,0,SS316L
175.0,850.0,20.0,35.0,16.0,3,Ti-6Al-4V
130.0,400.0,0.09,0.03,0.0675,3,SS316L
120.0,800.0,100.0,30.0,70.0,2,Ti-6Al-4V
407.9518,1200.0,74.0,0.04,0.055,3,IN718
200.0,1000.0,100.0,30.0,70.0,0,IN718
120.0,1400.0,39.0,30.0,33.0,2,Ti-6Al-4V
200.0,1200.0,95.0,18.0,57.0,3,Ti-6Al-4V
282.508,960.0,74.0,30.0,56.0,3,IN718
150.0,1000.0,100.0,70.0,500.0,1,IN718
375.0,190.0,100.0,50.0,90.0,0,SS316L
225.0,800.0,50.0,60.0,30.0,3,Ti-6Al-4V
352.9557,800.0,74.0,0.04,0.0518,3,IN718
311.122,700.0,74.0,40.0,51.8,3,Ti-6Al-4V
175.0,300.0,70.0,50.0,180.0,1,SS316L
260.0,400.0,140.0,40.0,110.0,3,Ti-6Al-4V
170.0,400.0,140.0,20.0,98.0,3,Ti-6Al-4V
115.0,190.0,100.0,50.0,185.0,1,SS316L
100.0,800.0,50.0,60.0,12.0,3,Ti-6Al-4V
180.0,160.0,100.0,50.0,90.0,0,SS316L
150.0,1500.0,35.0,25.0,75.0,0,SS316L
200.0,2500.0,20.0,20.0,0.05,2,Ti-6Al-4V
150.0,153.0612245,98.0,50.0,140.0,0,SS316L
132.8568,600.0,74.0,20.0,52.0,3,IN718
350.0,1000.0,95.0,30.0,66.5,3,Ti-6Al-4V
550.0,561.2244898,98.0,50.0,78.4,3,SS316L
300.0,1000.0,35.0,43.33333333,130.0,0,SS316L
300.0,100.0,78.0,50.0,62.4,3,SS316L
300.0,1000.0,100.0,70.0,500.0,2,IN718
482.806,1200.0,74.0,0.04,0.0592,3,Ti-6Al-4V
250.0,133.6898396,187.0,50.0,0.27,0,SS316L
100.0,800.0,37.5,30.0,105.0,0,SS316L
300.0,500.0,35.0,61.0,183.0,0,SS316L
150.0,80.0,500.0,100.0,0.35,1,SS316L
407.9518,1000.0,74.0,40.0,59.2,3,IN718
130.0,2900.0,0.07,0.02,0.049,1,SS316L
370.0,1200.0,100.0,30.0,140.0,0,Ti-6Al-4V
212.5,280.0,100.0,50.0,233.5,1,SS316L
375.0,370.0,95.0,50.0,76.0,3,SS316L
450.0,367.3469388,98.0,50.0,88.2,3,SS316L
50.0,40.81632653,98.0,50.0,200.0,0,SS316L
375.0,220.0,100.0,50.0,90.0,0,SS316L
200.0,500.0,35.0,50.0,150.0,0,SS316L
250.0,1400.0,100.0,70.0,500.0,2,IN718
170.0,585.0,100.0,0.021,0.08,3,IN718
250.0,100.0,78.0,50.0,70.2,3,SS316L
325.0,130.0,100.0,50.0,90.0,0,SS316L
150.0,400.0,95.0,27.0,76.0,3,Ti-6Al-4V
200.0,300.0,55.0,75.0,44.0,3,SS316L
50.0,71.30124777,187.0,50.0,215.7,1,SS316L
450.0,700.0,95.0,50.0,76.0,3,Ti-6Al-4V
310.0,250.0,100.0,50.0,0.19,0,SS316L
82.5,130.0,100.0,50.0,205.0,1,SS316L
120.0,200.0,100.0,30.0,0.08,3,Ti-6Al-4V
150.0,1500.0,35.0,25.0,75.0,0,SS316L
300.0,300.0,100.0,30.0,40.0,2,Ti-6Al-4V
250.0,1500.0,35.0,33.33333333,100.0,0,SS316L
75.0,2200.0,0.09,40.0,0.072,1,IN718
175.0,300.0,70.0,50.0,180.0,1,SS316L
408.4096,300.0,59.0,0.06,0.0531,3,SS316L
285.0,950.0,100.0,0.026,0.07,3,IN718
250.0,700.0,100.0,25.0,75.0,3,IN718
40.0,210.0,50.0,30.0,75.0,1,Ti-6Al-4V
375.0,310.0,95.0,50.0,76.0,3,SS316L
60.0,0.6,45.0,25.0,100.0,0,SS316L
200.0,1500.0,35.0,29.0,87.0,0,SS316L
213.8344,300.0,59.0,50.0,47.2,3,SS316L
80.0,1000.0,39.0,30.0,0.041,1,Ti-6Al-4V
250.0,213.9037433,187.0,50.0,0.3895833333,1,SS316L
400.0,1000.0,95.0,0.03,0.07,3,Ti-6Al-4V
150.0,20.0,500.0,100.0,400.0,3,SS316L
50.0,1200.0,30.0,30.0,106.8376068,2,Ti-6Al-4V
300.0,1054.852321,116.0,40.0,90.0,3,SS316L
160.0,700.0,140.0,20.0,98.0,0,Ti-6Al-4V
350.0,50.0,500.0,100.0,500.0,0,SS316L
299.6764,500.0,59.0,56.54,53.0,3,SS316L
350.0,190.0,100.0,50.0,90.0,0,SS316L
250.0,200.0,100.0,60.0,90.0,3,IN718
230.0,700.0,140.0,20.0,100.0,3,Ti-6Al-4V
75.0,2200.0,90.0,40.0,63.0,1,IN718
125.0,800.0,50.0,60.0,17.36,3,Ti-6Al-4V
50.0,500.0,30.0,30.0,101.010101,1,Ti-6Al-4V
375.0,250.0,95.0,50.0,76.0,3,SS316L
100.0,300.0,70.0,50.0,0.1111,1,SS316L
245.0,130.0,100.0,50.0,314.0,0,SS316L
368.35,800.0,74.0,40.0,59.2,3,Ti-6Al-4V
300.0,800.0,100.0,40.0,70.0,0,IN718
212.5,250.0,100.0,50.0,283.3,1,SS316L
99.3784,700.0,59.0,20.0,41.3,3,SS316L
40.0,210.0,50.0,30.0,75.0,1,Ti-6Al-4V
240.0,800.0,100.0,70.0,500.0,0,IN718
200.0,250.0,74.0,40.0,59.2,3,IN718
200.0,800.0,50.0,50.0,62.5,2,SS316L
180.0,220.0,100.0,50.0,250.0,1,SS316L
120.0,1600.0,39.0,30.0,0.03125,2,Ti-6Al-4V
219.5572,400.0,74.0,40.0,59.2,3,Ti-6Al-4V
170.0,950.0,100.0,20.0,50.0,3,IN718
115.0,160.0,100.0,50.0,240.0,1,SS316L
75.0,146.0,50.0,60.0,40.0,3,Ti-6Al-4V
180.0,100.0,100.0,50.0,300.0,0,SS316L
142.0,960.0,80.0,60.0,68.0,1,IN718
352.9557,800.0,74.0,0.04,0.0518,3,IN718
350.0,2260.981912,116.0,40.0,90.0,3,SS316L
40.0,1400.0,39.0,30.0,0.0312,1,Ti-6Al-4V
120.0,1200.0,39.0,30.0,31.2,0,Ti-6Al-4V
187.8529,1000.0,74.0,20.0,52.0,3,IN718
150.0,700.0,95.0,30.0,66.5,0,Ti-6Al-4V
200.0,600.0,100.0,70.0,500.0,0,IN718
150.0,700.0,70.0,50.0,63.0,1,SS316L
150.0,2200.0,90.0,40.0,72.0,1,IN718
300.0,2900.0,70.0,20.0,49.0,3,SS316L
125.0,1000.0,50.0,60.0,14.0,3,Ti-6Al-4V
250.0,800.0,50.0,60.0,0.035,3,Ti-6Al-4V
350.0,700.0,95.0,40.0,66.5,3,Ti-6Al-4V
100.0,700.0,95.0,40.0,70.0,1,Ti-6Al-4V
245.0,340.0,100.0,50.0,240.0,1,SS316L
120.0,800.0,39.0,30.0,35.1,0,Ti-6Al-4V
75.0,200.0,70.0,50.0,0.11,1,SS316L
342.5,160.0,100.0,50.0,90.0,3,SS316L
150.0,2000.0,20.0,20.0,62.5,1,Ti-6Al-4V
245.0,250.0,100.0,50.0,300.0,1,SS316L
342.5,280.0,100.0,50.0,90.0,0,SS316L
310.0,220.0,100.0,50.0,230.0,0,SS316L
80.0,600.0,39.0,30.0,34.0,0,Ti-6Al-4V
120.0,1400.0,39.0,30.0,35.1,2,Ti-6Al-4V
200.0,2000.0,35.0,25.0,75.0,0,SS316L
550.0,897.9591837,98.0,50.0,76.0,3,SS316L
160.0,1600.0,39.0,30.0,0.0417,2,Ti-6Al-4V
350.0,340.0,95.0,50.0,180.0,0,SS316L
245.0,130.0,100.0,50.0,80.0,0,SS316L
200.0,1000.0,20.0,20.0,18.0,3,Ti-6Al-4V
368.35,600.0,74.0,50.0,60.0,3,Ti-6Al-4V
450.0,734.6938776,98.0,50.0,0.0882,0,SS316L
375.0,220.0,100.0,50.0,0.09,0,SS316L
147.5,160.0,100.0,50.0,280.0,1,SS316L
82.21,400.0,74.0,20.0,55.0,3,Ti-6Al-4V
140.0,600.0,100.0,70.0,500.0,3,IN718
600.0,800.0,37.5,30.0,105.0,3,SS316L
150.0,500.0,30.0,30.0,100.0,0,Ti-6Al-4V
120.0,1000.0,39.0,30.0,32.0,0,Ti-6Al-4V
425.578,600.0,74.0,50.0,59.0,3,Ti-6Al-4V
540.034,900.0,74.0,40.0,55.0,3,Ti-6Al-4V
139.438,400.0,74.0,35.0,59.2,3,Ti-6Al-4V
80.0,1600.0,39.0,30.0,31.2,1,Ti-6Al-4V
350.0,250.0,0.28,50.0,0.232,0,SS316L
242.4484,1200.0,74.0,25.0,51.8,3,IN718
400.0,1100.0,95.0,30.0,66.5,3,Ti-6Al-4V
132.8568,800.0,74.0,20.0,52.0,3,IN718
250.0,700.0,100.0,25.0,80.0,3,IN718
196.666,600.0,74.0,35.0,59.2,3,Ti-6Al-4V
150.0,900.0,95.0,25.0,70.0,0,Ti-6Al-4V
250.0,1100.0,100.0,0.02,0.07,3,IN718
132.8568,1400.0,74.0,12.0,51.8,3,IN718
520.0,900.0,95.0,40.0,80.0,3,Ti-6Al-4V
280.0,1000.0,100.0,30.0,140.0,0,Ti-6Al-4V
168.052,600.0,74.0,0.03,0.0555,3,Ti-6Al-4V
59.3188,500.0,59.0,20.0,41.3,3,SS316L
250.0,408.1632653,98.0,50.0,88.0,0,SS316L
100.0,500.0,30.0,30.0,101.010101,0,Ti-6Al-4V
200.0,600.0,70.0,50.0,120.0,1,SS316L
50.0,1000.0,50.0,60.0,5.0,3,Ti-6Al-4V
212.5,310.0,100.0,50.0,90.0,1,SS316L
277.5,310.0,100.0,50.0,300.0,1,SS316L
368.35,1200.0,74.0,0.03,0.055,3,Ti-6Al-4V
200.0,600.0,95.0,0.025,0.075,3,Ti-6Al-4V
375.0,400.0,95.0,50.0,76.0,3,SS316L
282.508,960.0,74.0,30.0,55.5,3,IN718
375.0,400.0,95.0,50.0,80.0,3,SS316L
250.0,2000.0,20.0,20.0,55.0,0,Ti-6Al-4V
200.0,1600.0,90.0,30.0,90.0,1,SS316L
310.0,220.0,100.0,50.0,235.0,0,SS316L
100.0,200.0,55.0,75.0,44.0,3,SS316L
180.0,280.0,100.0,50.0,200.0,1,SS316L
300.0,2500.0,0.08,40.0,0.056,1,IN718
311.122,800.0,74.0,35.0,55.0,3,Ti-6Al-4V
300.0,500.0,35.0,61.0,183.0,0,SS316L
242.4484,600.0,74.0,40.0,59.2,3,IN718
253.894,700.0,74.0,40.0,60.0,3,Ti-6Al-4V
150.0,1000.0,35.0,30.66666667,92.0,0,SS316L
280.0,1200.0,100.0,30.0,160.0,0,Ti-6Al-4V
375.0,160.0,100.0,50.0,80.0,3,SS316L
375.0,310.0,100.0,50.0,200.0,0,SS316L
220.0,1900.0,70.0,15.0,49.0,3,SS316L
250.0,1000.0,50.0,60.0,25.0,3,Ti-6Al-4V
