Power,Velocity,beam D,layer thickness,Hatch spacing,defect_label,material
50.0,1000.0,30.0,30.0,104.1666667,1,Ti-6Al-4V
212.5,310.0,100.0,50.0,210.0,1,SS316L
450.0,50.0,500.0,100.0,400.0,3,SS316L
245.0,400.0,100.0,50.0,200.0,1,SS316L
482.806,1200.0,74.0,40.0,56.0,3,Ti-6Al-4V
350.0,50.0,500.0,100.0,500.0,0,SS316L
160.0,1000.0,39.0,60.0,0.045,1,Ti-6Al-4V
175.0,500.0,70.0,50.0,120.0,1,SS316L
80.0,1200.0,50.0,40.0,40.0,1,SS17-4PH
120.0,800.0,50.0,50.0,45.0,1,SS17-4PH
150.0,1000.0,50.0,60.0,15.0,3,Ti-6Al-4V
277.5,220.0,100.0,50.0,90.0,0,SS316L
245.0,220.0,100.0,50.0,160.0,0,SS316L
195.0,1000.0,100.0,20.0,0.12,2,SS17-4PH
50.0,1200.0,30.0,30.0,106.8376068,2,Ti-6Al-4V
500.0,5000.0,50.0,31.25,40.0,2,SS17-4PH
150.0,48.38709677,248.0,50.0,950.0,1,SS316L
80.0,1600.0,39.0,30.0,31.2,1,Ti-6Al-4V
310.0,130.0,100.0,50.0,80.0,3,SS316L
277.5,190.0,100.0,50.0,80.0,0,SS316L
300.0,1800.0,80.0,50.0,41.67,2,SS17-4PH
45.0,2400.0,90.0,40.0,72.0,1,SS316L
300.0,900.0,90.0,30.0,63.0,3,SS316L
342.5,190.0,100.0,50.0,90.0,0,SS316L
120.0,800.0,39.0,30.0,35.9,0,Ti-6Al-4V
450.0,1224.489796,98.0,50.0,73.52941176,0,SS316L
550.0,294.1176471,187.0,50.0,288.0,0,SS316L
900.0,400.0,240.0,50.0,216.0,0,SS17-4PH
200.0,1500.0,35.0,29.0,87.0,0,SS316L
200.0,850.0,90.0,30.0,90.0,3,SS316L
125.0,500.0,70.0,50.0,0.08,1,SS316L
100.0,1000.0,50.0,60.0,11.1,3,Ti-6Al-4V
99.3784,300.0,59.0,40.0,41.3,3,SS316L
115.0,100.0,100.0,50.0,350.0,1,SS316L
280.0,600.0,95.0,40.0,76.0,3,Ti-6Al-4V
310.0,370.0,100.0,50.0,250.0,1,SS316L
310.0,340.0,100.0,50.0,280.0,1,SS316L
375.0,310.0,95.0,50.0,76.0,3,SS316L
195.0,800.0,100.0,20.0,90.0,0,SS17-4PH
342.5,280.0,100.0,50.0,90.0,0,SS316L
80.0,1400.0,50.0,0.04,0.04,1,SS17-4PH
375.0,280.0,280.0,50.0,225.0,0,SS316L
165.0,1200.0,100.0,30.0,140.0,1,Ti-6Al-4V
400.0,1800.0,50.0,45.0,42.0,0,SS17-4PH
180.0,160.0,100.0,50.0,90.0,0,SS316L
200.0,2000.0,35.0,25.0,75.0,0,SS316L
212.5,250.0,100.0,50.0,283.3,1,SS316L
250.0,133.6898396,187.0,50.0,0.27,0,SS316L
170.0,1000.0,100.0,20.0,70.0,0,SS17-4PH
300.0,2500.0,50.0,30.0,40.0,0,SS17-4PH
250.0,255.1020408,98.0,50.0,160.0,0,SS316L
375.0,400.0,95.0,50.0,80.0,3,SS316L
212.5,280.0,100.0,50.0,240.0,1,SS316L
170.0,400.0,140.0,20.0,98.0,3,Ti-6Al-4V
150.0,2500.0,35.0,20.0,60.0,0,SS316L
213.8344,700.0,59.0,40.0,47.2,3,SS316L
50.0,500.0,30.0,30.0,101.010101,1,Ti-6Al-4V
250.0,1500.0,35.0,33.33333333,100.0,0,SS316L
540.034,1000.0,74.0,40.0,59.0,3,Ti-6Al-4V
130.0,1900.0,0.085,0.04,0.064,1,SS316L
600.0,500.0,37.5,30.0,105.0,3,SS316L
100.0,1400.0,80.0,50.0,64.0,1,SS17-4PH
1350.0,1800.0,240.0,50.0,187.5,2,SS17-4PH
40.0,200.0,39.0,30.0,50.0,0,Ti-6Al-4V
212.5,370.0,100.0,50.0,180.0,1,SS316L
212.5,310.0,100.0,50.0,90.0,1,SS316L
320.0,1000.0,140.0,0.026,0.112,0,Ti-6Al-4V
150.0,210.0,50.0,30.0,75.0,3,Ti-6Al-4V
450.0,240.6417112,187.0,50.0,267.14,0,SS316L
520.0,900.0,95.0,0.04,0.0665,3,Ti-6Al-4V
310.0,220.0,100.0,50.0,230.0,0,SS316L
200.0,100.0,35.0,112.3333333,337.0,0,SS316L
310.0,280.0,100.0,50.0,90.0,0,SS316L
100.0,300.0,55.0,75.0,40.0,0,SS316L
220.0,2900.0,70.0,20.0,49.0,0,SS316L
125.0,1000.0,50.0,60.0,14.0,3,Ti-6Al-4V
400.0,1500.0,100.0,30.0,80.0,0,SS17-4PH
220.0,1900.0,70.0,15.0,49.0,3,SS316L
80.0,100.0,50.0,60.0,45.0,3,SS17-4PH
299.6764,700.0,59.0,40.0,47.2,3,SS316L
45.0,900.0,0.08,0.04,0.064,1,SS17-4PH
80.0,1200.0,39.0,30.0,35.1,1,Ti-6Al-4V
213.8344,700.0,59.0,30.0,45.0,3,SS316L
50.0,71.30124777,187.0,50.0,215.7,1,SS316L
150.0,1800.0,80.0,50.0,0.06,1,SS17-4PH
250.0,1400.0,50.0,40.58,40.0,0,SS17-4PH
300.0,1900.0,70.0,20.0,49.0,3,SS17-4PH
170.0,1100.0,100.0,20.0,90.0,2,SS17-4PH
350.0,250.0,0.28,50.0,0.232,0,SS316L
130.0,3400.0,0.085,0.03,0.0595,1,SS17-4PH
300.0,2400.0,80.0,50.0,31.25,2,SS17-4PH
300.0,400.0,37.5,30.0,105.0,0,SS316L
50.0,40.81632653,98.0,50.0,200.0,0,SS316L
277.5,370.0,100.0,50.0,231.0,1,SS316L
180.0,250.0,100.0,50.0,220.0,1,SS316L
150.0,161.2903226,248.0,50.0,310.0,1,SS316L
350.0,900.0,95.0,30.0,66.5,3,Ti-6Al-4V
50.0,1000.0,50.0,60.0,5.0,3,Ti-6Al-4V
170.0,1300.0,100.0,20.0,80.0,2,SS17-4PH
122.5,210.0,50.0,30.0,75.0,3,Ti-6Al-4V
520.0,1200.0,95.0,35.0,73.0,3,Ti-6Al-4V
180.0,340.0,100.0,50.0,176.47,1,SS316L
200.0,1000.0,50.0,60.0,22.0,3,Ti-6Al-4V
196.666,400.0,74.0,0.046,0.0592,3,Ti-6Al-4V
220.0,2900.0,0.08,0.02,0.056,1,SS17-4PH
425.578,1000.0,74.0,0.04,0.0592,3,Ti-6Al-4V
170.0,600.0,100.0,20.0,0.11,0,SS17-4PH
195.0,900.0,100.0,20.0,125.0,2,SS17-4PH
368.35,800.0,74.0,40.0,59.2,3,Ti-6Al-4V
195.0,1000.0,30.0,30.0,100.0,0,Ti-6Al-4V
45.0,2900.0,90.0,40.0,72.0,1,SS316L
450.0,600.0,95.0,40.0,76.0,3,Ti-6Al-4V
100.0,500.0,35.0,36.66666667,110.0,0,SS316L
620.0,1900.0,50.0,50.0,35.0,3,SS17-4PH
277.5,250.0,100.0,50.0,180.0,0,SS316L
300.0,1000.0,50.0,60.0,30.0,3,Ti-6Al-4V
195.0,1200.0,30.0,30.0,100.308642,0,Ti-6Al-4V
200.0,1000.0,90.0,30.0,90.0,3,SS316L
375.0,250.0,95.0,50.0,76.0,3,SS316L
160.0,1600.0,39.0,30.0,0.0417,2,Ti-6Al-4V
139.438,600.0,74.0,30.0,52.0,3,Ti-6Al-4V
100.0,750.0,30.0,30.0,101.010101,1,Ti-6Al-4V
120.0,200.0,100.0,30.0,0.08,3,Ti-6Al-4V
175.0,455.0,50.0,60.0,40.0,3,Ti-6Al-4V
160.0,1500.0,50.0,25.0,40.0,0,SS17-4PH
200.0,900.0,95.0,0.022,0.0665,3,Ti-6Al-4V
245.0,130.0,100.0,50.0,314.0,0,SS316L
482.806,800.0,74.0,40.0,59.2,3,Ti-6Al-4V
375.0,400.0,100.0,50.0,300.0,1,SS316L
165.0,1200.0,100.0,30.0,140.0,1,Ti-6Al-4V
277.5,100.0,100.0,50.0,80.0,3,SS316L
1350.0,600.0,240.0,50.0,562.5,2,SS17-4PH
300.0,1000.0,95.0,20.0,70.0,3,Ti-6Al-4V
2700.0,1600.0,240.0,50.0,0.192,3,SS17-4PH
400.0,700.0,95.0,0.04,0.08,3,Ti-6Al-4V
277.5,400.0,100.0,50.0,210.0,1,SS316L
40.0,400.0,39.0,30.0,60.0,1,Ti-6Al-4V
300.0,2400.0,100.0,20.0,68.0,0,SS17-4PH
150.0,1400.0,80.0,50.0,72.0,1,SS17-4PH
245.0,280.0,100.0,50.0,275.0,1,SS316L
180.0,400.0,100.0,50.0,110.0,2,SS316L
300.0,1000.0,95.0,20.0,66.5,3,Ti-6Al-4V
900.0,1200.0,240.0,50.0,187.5,2,SS17-4PH
250.0,2000.0,20.0,20.0,55.0,0,Ti-6Al-4V
253.894,700.0,74.0,40.0,52.0,3,Ti-6Al-4V
150.0,122.4489796,98.0,50.0,200.0,0,SS316L
311.122,900.0,74.0,40.0,54.0,3,Ti-6Al-4V
600.0,700.0,37.5,30.0,105.0,3,SS316L
350.0,2260.981912,116.0,40.0,90.0,3,SS316L
160.0,400.0,39.0,30.0,120.0,0,Ti-6Al-4V
139.438,600.0,74.0,30.0,52.0,3,Ti-6Al-4V
250.0,1100.0,50.0,50.0,40.0,0,SS17-4PH
212.5,130.0,100.0,50.0,272.4,0,SS316L
520.0,700.0,95.0,50.0,67.0,3,Ti-6Al-4V
370.0,1000.0,140.0,20.0,98.0,3,Ti-6Al-4V
450.0,734.6938776,98.0,50.0,0.0882,0,SS316L
130.0,1900.0,0.1,0.06,0.09,1,SS17-4PH
450.0,1000.0,95.0,35.0,75.0,3,Ti-6Al-4V
80.0,400.0,39.0,30.0,56.0,0,Ti-6Al-4V
1800.0,1200.0,240.0,50.0,375.0,2,SS17-4PH
150.0,800.0,70.0,50.0,58.0,1,SS316L
80.0,1200.0,39.0,30.0,35.1,1,Ti-6Al-4V
200.0,400.0,140.0,0.03,0.098,3,Ti-6Al-4V
300.0,100.0,35.0,133.3333333,400.0,0,SS316L
300.0,1900.0,70.0,20.0,49.0,3,SS316L
150.0,500.0,70.0,50.0,90.0,1,SS316L
2700.0,1200.0,240.0,50.0,192.0,3,SS17-4PH
175.0,1450.0,20.0,35.0,28.0,0,Ti-6Al-4V
170.0,900.0,100.0,20.0,80.0,0,SS17-4PH
300.0,1500.0,35.0,36.0,108.0,0,SS316L
380.0,1900.0,50.0,45.0,40.0,0,SS17-4PH
75.0,200.0,70.0,50.0,0.115,1,SS316L
310.0,130.0,100.0,50.0,90.0,3,SS316L
425.578,1200.0,74.0,40.0,52.0,3,Ti-6Al-4V
100.0,400.0,70.0,50.0,0.08,1,SS316L
150.0,100.0,35.0,97.33333333,292.0,0,SS316L
342.5,310.0,100.0,50.0,90.0,0,SS316L
82.5,100.0,100.0,50.0,240.0,1,SS316L
1800.0,1600.0,240.0,50.0,281.25,2,SS17-4PH
120.0,1000.0,39.0,30.0,32.0,0,Ti-6Al-4V
880.0,7000.0,50.0,40.0,40.0,2,SS17-4PH
100.0,455.0,50.0,60.0,24.0,3,Ti-6Al-4V
300.0,1500.0,100.0,30.0,70.0,0,SS17-4PH
299.6764,300.0,59.0,60.0,53.1,3,SS316L
375.0,310.0,100.0,50.0,90.0,0,SS316L
277.5,280.0,100.0,50.0,305.0,1,SS316L
195.0,1300.0,100.0,20.0,90.0,2,SS17-4PH
245.0,190.0,100.0,50.0,80.0,0,SS316L
150.0,100.0,35.0,97.33333333,292.0,0,SS316L
100.0,2500.0,35.0,16.0,48.0,0,SS316L
100.0,100.0,35.0,80.0,240.0,0,SS316L
150.0,213.9037433,187.0,50.0,215.795528,1,SS316L
1350.0,2000.0,240.0,50.0,168.0,2,SS17-4PH
180.0,100.0,100.0,50.0,300.0,0,SS316L
200.0,400.0,55.0,75.0,41.7,3,SS316L
196.666,1200.0,74.0,20.0,51.8,3,Ti-6Al-4V
350.0,2260.981912,116.0,40.0,90.0,3,SS316L
150.0,1000.0,30.0,30.0,100.0,0,Ti-6Al-4V
80.0,800.0,39.0,30.0,31.2,0,Ti-6Al-4V
150.0,400.0,70.0,50.0,120.0,1,SS316L
200.0,700.0,95.0,0.024,0.076,3,Ti-6Al-4V
150.0,96.77419355,248.0,50.0,500.0,1,SS316L
40.0,200.0,39.0,30.0,60.0,0,Ti-6Al-4V
250.0,600.0,95.0,30.0,70.0,3,Ti-6Al-4V
200.0,1100.0,95.0,20.0,55.0,3,Ti-6Al-4V
220.0,1100.0,100.0,20.0,125.0,2,SS17-4PH
220.0,600.0,100.0,20.0,140.0,0,SS17-4PH
50.0,1000.0,50.0,60.0,5.5,3,Ti-6Al-4V
80.0,1400.0,39.0,30.0,0.034,1,Ti-6Al-4V
100.0,1000.0,30.0,30.0,101.010101,1,Ti-6Al-4V
300.0,400.0,0.1,0.05,0.08,3,SS17-4PH
450.0,3000.0,50.0,40.0,35.0,0,SS17-4PH
300.0,1344.086022,116.0,40.0,90.0,3,SS316L
147.5,160.0,100.0,50.0,280.0,1,SS316L
600.0,600.0,37.5,30.0,105.0,3,SS316L
900.0,700.0,240.0,50.0,320.0,2,SS17-4PH
212.5,370.0,100.0,50.0,190.0,1,SS316L
45.0,400.0,0.09,0.03,0.072,1,SS316L
300.0,600.0,100.0,30.0,40.0,2,Ti-6Al-4V
900.0,900.0,240.0,50.0,0.24,2,SS17-4PH
175.0,400.0,70.0,50.0,145.8,1,SS316L
100.0,2000.0,20.0,20.0,45.0,1,Ti-6Al-4V
520.0,900.0,95.0,40.0,80.0,3,Ti-6Al-4V
200.0,800.0,50.0,60.0,25.0,3,Ti-6Al-4V
100.0,500.0,30.0,30.0,101.010101,0,Ti-6Al-4V
300.0,800.0,50.0,60.0,40.0,3,Ti-6Al-4V
139.438,800.0,74.0,20.0,51.8,3,Ti-6Al-4V
120.0,1600.0,39.0,30.0,31.25,2,Ti-6Al-4V
100.0,1200.0,100.0,30.0,50.0,1,Ti-6Al-4V
400.0,3200.0,100.0,20.0,60.0,0,SS17-4PH
500.0,4000.0,100.0,20.0,70.0,0,SS17-4PH
100.0,2000.0,35.0,17.0,51.0,0,SS316L
482.806,1000.0,74.0,45.3,59.2,3,Ti-6Al-4V
100.0,2500.0,35.0,16.0,48.0,0,SS316L
250.0,50.0,500.0,100.0,400.0,0,SS316L
900.0,1000.0,240.0,50.0,0.21,2,SS17-4PH
200.0,100.0,35.0,112.3333333,337.0,0,SS316L
280.0,1000.0,100.0,30.0,140.0,0,Ti-6Al-4V
450.0,600.0,95.0,50.0,76.0,3,Ti-6Al-4V
195.0,1000.0,100.0,20.0,110.0,2,SS17-4PH
350.0,187.1657754,187.0,50.0,312.0,0,SS316L
299.6764,300.0,59.0,60.0,53.1,3,SS316L
220.0,1000.0,100.0,20.0,140.0,2,SS17-4PH
67.5,305.0,50.0,30.0,87.5,1,Ti-6Al-4V
300.0,900.0,80.0,20.0,60.0,3,SS17-4PH
40.0,400.0,39.0,60.0,30.4,1,Ti-6Al-4V
280.0,700.0,140.0,0.02,0.1,3,Ti-6Al-4V
150.0,1500.0,80.0,50.0,72.0,1,SS17-4PH
500.0,1800.0,100.0,30.0,80.0,0,SS17-4PH
1800.0,1400.0,240.0,50.0,321.4,2,SS17-4PH
300.0,1200.0,100.0,30.0,80.0,0,SS17-4PH
200.0,1200.0,95.0,18.0,57.0,3,Ti-6Al-4V
300.0,3400.0,0.07,0.02,0.049,0,SS316L
350.0,80.0,500.0,100.0,400.0,0,SS316L
225.0,1000.0,50.0,60.0,0.025,3,Ti-6Al-4V
75.0,1000.0,50.0,60.0,0.008,3,Ti-6Al-4V
550.0,784.3137255,187.0,50.0,140.0,0,SS316L
230.0,700.0,140.0,20.0,100.0,3,Ti-6Al-4V
59.3188,300.0,59.0,25.0,47.2,3,SS316L
540.034,600.0,74.0,60.0,66.6,3,Ti-6Al-4V
150.0,60.48387097,248.0,50.0,750.0,1,SS316L
245.0,160.0,100.0,50.0,218.75,0,SS316L
250.0,1200.0,95.0,0.02089,0.0665,3,Ti-6Al-4V
277.5,370.0,100.0,50.0,230.0,1,SS316L
99.3784,700.0,59.0,20.0,41.3,3,SS316L
520.0,1100.0,95.0,30.0,80.0,3,Ti-6Al-4V
425.578,1000.0,74.0,0.04,0.0555,3,Ti-6Al-4V
600.0,800.0,37.5,30.0,105.0,3,SS316L
147.5,280.0,100.0,50.0,160.0,1,SS316L
375.0,310.0,100.0,50.0,200.0,0,SS316L
500.0,1400.0,50.0,40.0,40.0,3,SS17-4PH
300.0,1800.0,80.0,50.0,42.0,2,SS17-4PH
900.0,900.0,240.0,50.0,222.0,2,SS17-4PH
425.578,700.0,74.0,0.05,0.06,3,Ti-6Al-4V
150.0,20.0,500.0,100.0,400.0,3,SS316L
400.0,900.0,95.0,40.0,67.0,3,Ti-6Al-4V
150.0,80.21390374,187.0,50.0,311.67,0,SS316L
130.0,900.0,0.07,0.02,0.049,3,SS17-4PH
45.0,900.0,0.07,0.02,0.049,1,SS316L
195.0,500.0,30.0,30.0,100.0,3,Ti-6Al-4V
200.0,500.0,70.0,50.0,130.0,1,SS316L
300.0,2900.0,0.08,0.02,0.032,3,SS17-4PH
160.0,800.0,39.0,30.0,60.0,0,Ti-6Al-4V
45.0,3400.0,0.07,0.02,0.049,1,SS316L
300.0,2000.0,35.0,30.66666667,92.0,0,SS316L
220.0,800.0,100.0,20.0,0.1,0,SS17-4PH
300.0,2000.0,100.0,20.0,75.0,0,SS17-4PH
212.5,160.0,100.0,50.0,0.22,0,SS316L
245.0,370.0,100.0,50.0,200.0,1,SS316L
195.0,900.0,100.0,20.0,120.0,2,SS17-4PH
300.0,700.0,95.0,0.033,0.076,3,Ti-6Al-4V
1800.0,1200.0,240.0,50.0,0.375,2,SS17-4PH
210.0,700.0,140.0,20.0,98.0,3,Ti-6Al-4V
375.0,280.0,100.0,50.0,223.2,0,SS316L
350.0,299.4652406,187.0,50.0,168.3,0,SS316L
450.0,483.8709677,248.0,50.0,300.0,1,SS316L
450.0,20.0,500.0,100.0,400.0,3,SS316L
200.0,2500.0,35.0,23.33333333,70.0,0,SS316L
550.0,2500.0,100.0,25.0,80.0,0,SS17-4PH
310.0,190.0,100.0,50.0,80.0,0,SS316L
350.0,1200.0,95.0,25.0,75.0,3,Ti-6Al-4V
40.0,1200.0,39.0,30.0,31.2,1,Ti-6Al-4V
200.0,600.0,95.0,0.025,0.075,3,Ti-6Al-4V
139.438,700.0,74.0,20.39,59.2,3,Ti-6Al-4V
160.0,400.0,140.0,30.0,84.0,3,Ti-6Al-4V
200.0,2000.0,20.0,20.0,85.0,1,Ti-6Al-4V
380.0,7400.0,50.0,20.0,35.0,2,SS17-4PH
342.5,340.0,100.0,50.0,90.0,0,SS316L
100.0,800.0,37.5,30.0,105.0,0,SS316L
75.0,100.0,70.0,50.0,230.0,1,SS316L
620.0,9300.0,50.0,24.0,35.0,2,SS17-4PH
450.0,900.0,95.0,40.0,75.0,3,Ti-6Al-4V
82.5,130.0,100.0,50.0,200.0,1,SS316L
250.0,1500.0,35.0,33.33333333,100.0,0,SS316L
170.0,800.0,100.0,20.0,80.0,0,SS17-4PH
550.0,3000.0,100.0,27.0,70.0,0,SS17-4PH
150.0,500.0,35.0,43.33333333,130.0,0,SS316L
130.0,400.0,0.09,0.03,0.0675,3,SS316L
370.0,700.0,140.0,30.0,98.0,3,Ti-6Al-4V
120.0,800.0,100.0,30.0,70.0,2,Ti-6Al-4V
253.894,1200.0,74.0,22.0,56.0,3,Ti-6Al-4V
195.0,600.0,100.0,20.0,120.0,0,SS17-4PH
120.0,400.0,39.0,60.0,0.036,0,Ti-6Al-4V
200.0,1000.0,50.0,60.0,23.0,3,Ti-6Al-4V
115.0,100.0,100.0,50.0,328.6,1,SS316L
375.0,370.0,100.0,50.0,145.0,0,SS316L
250.0,500.0,50.0,40.0,40.0,3,SS17-4PH
40.0,800.0,39.0,30.0,30.0,1,Ti-6Al-4V
368.35,800.0,74.0,43.2,59.2,3,Ti-6Al-4V
100.0,2000.0,35.0,17.0,51.0,0,SS316L
45.0,1900.0,0.085,0.04,0.068,1,SS316L
150.0,50.0,500.0,100.0,450.0,1,SS316L
75.0,455.0,50.0,60.0,18.0,3,Ti-6Al-4V
175.0,600.0,95.0,20.0,76.0,3,Ti-6Al-4V
375.0,100.0,95.0,50.0,0.0855,3,SS316L
375.0,400.0,213.07,50.0,170.45,0,SS316L
310.0,400.0,100.0,50.0,230.0,1,SS316L
175.0,500.0,70.0,50.0,120.0,1,SS316L
100.0,500.0,35.0,36.66666667,110.0,0,SS316L
