Power,Velocity,beam D,layer thickness,Hatch spacing,defect_label,material
370.0,1200.0,100.0,30.0,140.0,0,Ti-6Al-4V
160.0,700.0,140.0,20.0,98.0,0,Ti-6Al-4V
210.0,1000.0,140.0,30.0,70.0,0,Ti-6Al-4V
230.0,1000.0,140.0,0.02,0.11,0,Ti-6Al-4V
260.0,1000.0,140.0,0.025,0.098,0,Ti-6Al-4V
280.0,1000.0,140.0,0.03,0.098,0,Ti-6Al-4V
320.0,1000.0,140.0,0.026,0.112,0,Ti-6Al-4V
100.0,2000.0,20.0,20.0,38.46,1,Ti-6Al-4V
100.0,2000.0,20.0,20.0,45.0,1,Ti-6Al-4V
150.0,2000.0,20.0,20.0,62.5,1,Ti-6Al-4V
150.0,2000.0,20.0,20.0,60.0,1,Ti-6Al-4V
200.0,2000.0,20.0,20.0,85.0,1,Ti-6Al-4V
200.0,2000.0,20.0,20.0,100.0,1,Ti-6Al-4V
50.0,500.0,30.0,30.0,101.010101,1,Ti-6Al-4V
50.0,750.0,30.0,30.0,101.010101,1,Ti-6Al-4V
50.0,1000.0,30.0,30.0,104.1666667,1,Ti-6Al-4V
50.0,500.0,30.0,30.0,101.010101,1,Ti-6Al-4V
50.0,750.0,30.0,30.0,101.010101,1,Ti-6Al-4V
50.0,1000.0,30.0,30.0,104.1666667,1,Ti-6Al-4V
100.0,1000.0,30.0,30.0,101.010101,1,Ti-6Al-4V
100.0,1200.0,30.0,30.0,102.8806584,1,Ti-6Al-4V
100.0,750.0,30.0,30.0,101.010101,1,Ti-6Al-4V
100.0,1000.0,30.0,30.0,101.010101,1,Ti-6Al-4V
100.0,1200.0,30.0,30.0,102.8806584,1,Ti-6Al-4V
150.0,1200.0,30.0,30.0,101.6260163,1,Ti-6Al-4V
40.0,400.0,39.0,60.0,30.4,1,Ti-6Al-4V
40.0,400.0,39.0,30.0,60.0,1,Ti-6Al-4V
40.0,600.0,39.0,30.0,35.1,1,Ti-6Al-4V
40.0,800.0,39.0,30.0,33.33,1,Ti-6Al-4V
40.0,1000.0,39.0,30.0,31.2,1,Ti-6Al-4V
40.0,1200.0,39.0,30.0,30.0,1,Ti-6Al-4V
40.0,1400.0,39.0,30.0,31.2,1,Ti-6Al-4V
40.0,400.0,39.0,30.0,55.0,1,Ti-6Al-4V
40.0,600.0,39.0,30.0,35.1,1,Ti-6Al-4V
40.0,800.0,39.0,30.0,30.0,1,Ti-6Al-4V
40.0,1000.0,39.0,30.0,31.2,1,Ti-6Al-4V
40.0,1200.0,39.0,30.0,31.2,1,Ti-6Al-4V
40.0,1400.0,39.0,30.0,0.0312,1,Ti-6Al-4V
80.0,1000.0,39.0,30.0,0.041,1,Ti-6Al-4V
80.0,1200.0,39.0,30.0,35.1,1,Ti-6Al-4V
80.0,1400.0,39.0,30.0,35.1,1,Ti-6Al-4V
80.0,1600.0,39.0,30.0,31.2,1,Ti-6Al-4V
80.0,1000.0,39.0,30.0,43.0,1,Ti-6Al-4V
80.0,1200.0,39.0,30.0,35.1,1,Ti-6Al-4V
80.0,1400.0,39.0,30.0,0.034,1,Ti-6Al-4V
80.0,1600.0,39.0,30.0,30.3,1,Ti-6Al-4V
160.0,1000.0,39.0,60.0,0.045,1,Ti-6Al-4V
40.0,210.0,50.0,30.0,75.0,1,Ti-6Al-4V
40.0,210.0,50.0,30.0,75.0,1,Ti-6Al-4V
67.5,305.0,50.0,30.0,87.5,1,Ti-6Al-4V
67.5,305.0,50.0,30.0,87.5,1,Ti-6Al-4V
100.0,400.0,95.0,60.0,82.0,1,Ti-6Al-4V
100.0,700.0,95.0,0.03,0.079,1,Ti-6Al-4V
100.0,400.0,95.0,60.0,85.5,1,Ti-6Al-4V
100.0,700.0,95.0,40.0,70.0,1,Ti-6Al-4V
100.0,1200.0,100.0,30.0,50.0,1,Ti-6Al-4V
100.0,1200.0,100.0,30.0,50.0,1,Ti-6Al-4V
165.0,1200.0,100.0,30.0,140.0,1,Ti-6Al-4V
165.0,1200.0,100.0,30.0,140.0,1,Ti-6Al-4V
200.0,2500.0,20.0,20.0,50.0,2,Ti-6Al-4V
200.0,2500.0,20.0,20.0,0.05,2,Ti-6Al-4V
50.0,1200.0,30.0,30.0,106.8376068,2,Ti-6Al-4V
50.0,1200.0,30.0,30.0,106.8376068,2,Ti-6Al-4V
120.0,1400.0,39.0,30.0,33.0,2,Ti-6Al-4V
120.0,1600.0,39.0,30.0,31.25,2,Ti-6Al-4V
120.0,1400.0,39.0,30.0,35.1,2,Ti-6Al-4V
120.0,1600.0,39.0,30.0,0.03125,2,Ti-6Al-4V
160.0,1600.0,39.0,30.0,0.0417,2,Ti-6Al-4V
160.0,1600.0,39.0,30.0,38.0,2,Ti-6Al-4V
120.0,450.0,100.0,30.0,100.0,2,Ti-6Al-4V
120.0,800.0,100.0,30.0,70.0,2,Ti-6Al-4V
300.0,300.0,100.0,30.0,40.0,2,Ti-6Al-4V
300.0,600.0,100.0,30.0,40.0,2,Ti-6Al-4V
370.0,1000.0,100.0,30.0,240.0,0,Ti-6Al-4V
175.0,850.0,20.0,35.0,0.018,3,Ti-6Al-4V
175.0,850.0,20.0,35.0,16.0,3,Ti-6Al-4V
200.0,1000.0,20.0,20.0,14.0,3,Ti-6Al-4V
200.0,1000.0,20.0,20.0,18.0,3,Ti-6Al-4V
195.0,500.0,30.0,30.0,100.0,3,Ti-6Al-4V
195.0,500.0,30.0,30.0,100.0,3,Ti-6Al-4V
195.0,750.0,30.0,30.0,100.7751938,3,Ti-6Al-4V
50.0,800.0,50.0,60.0,6.5104,3,Ti-6Al-4V
50.0,1000.0,50.0,60.0,5.0,3,Ti-6Al-4V
50.0,800.0,50.0,60.0,6.5,3,Ti-6Al-4V
50.0,1000.0,50.0,60.0,5.5,3,Ti-6Al-4V
67.5,210.0,50.0,30.0,75.0,3,Ti-6Al-4V
75.0,146.0,50.0,60.0,40.0,3,Ti-6Al-4V
75.0,455.0,50.0,60.0,0.018,3,Ti-6Al-4V
75.0,800.0,50.0,60.0,10.0,3,Ti-6Al-4V
75.0,1000.0,50.0,60.0,25.0,3,Ti-6Al-4V
75.0,146.0,50.0,60.0,40.0,3,Ti-6Al-4V
75.0,455.0,50.0,60.0,18.0,3,Ti-6Al-4V
75.0,800.0,50.0,60.0,0.01,3,Ti-6Al-4V
75.0,1000.0,50.0,60.0,0.008,3,Ti-6Al-4V
95.0,210.0,50.0,30.0,75.0,3,Ti-6Al-4V
100.0,146.0,50.0,60.0,40.0,3,Ti-6Al-4V
100.0,455.0,50.0,60.0,24.0,3,Ti-6Al-4V
100.0,800.0,50.0,60.0,13.0,3,Ti-6Al-4V
100.0,1000.0,50.0,60.0,0.0098,3,Ti-6Al-4V
100.0,146.0,50.0,60.0,0.04,3,Ti-6Al-4V
100.0,455.0,50.0,60.0,26.0,3,Ti-6Al-4V
100.0,800.0,50.0,60.0,12.0,3,Ti-6Al-4V
100.0,1000.0,50.0,60.0,11.1,3,Ti-6Al-4V
122.5,210.0,50.0,30.0,75.0,3,Ti-6Al-4V
125.0,146.0,50.0,60.0,40.0,3,Ti-6Al-4V
125.0,455.0,50.0,60.0,0.0305,3,Ti-6Al-4V
125.0,800.0,50.0,60.0,16.0,3,Ti-6Al-4V
125.0,1000.0,50.0,60.0,0.014,3,Ti-6Al-4V
125.0,146.0,50.0,60.0,40.0,3,Ti-6Al-4V
125.0,455.0,50.0,60.0,30.0,3,Ti-6Al-4V
125.0,800.0,50.0,60.0,17.36,3,Ti-6Al-4V
125.0,1000.0,50.0,60.0,14.0,3,Ti-6Al-4V
150.0,455.0,50.0,60.0,35.0,3,Ti-6Al-4V
150.0,800.0,50.0,60.0,18.0,3,Ti-6Al-4V
150.0,1000.0,50.0,60.0,15.0,3,Ti-6Al-4V
150.0,210.0,50.0,30.0,75.0,3,Ti-6Al-4V
150.0,455.0,50.0,60.0,35.0,3,Ti-6Al-4V
150.0,800.0,50.0,60.0,20.0,3,Ti-6Al-4V
150.0,1000.0,50.0,60.0,15.0,3,Ti-6Al-4V
175.0,455.0,50.0,60.0,40.0,3,Ti-6Al-4V
175.0,800.0,50.0,60.0,22.5,3,Ti-6Al-4V
175.0,1000.0,50.0,60.0,0.02,3,Ti-6Al-4V
175.0,455.0,50.0,60.0,40.0,3,Ti-6Al-4V
175.0,800.0,50.0,60.0,26.0,3,Ti-6Al-4V
175.0,1000.0,50.0,60.0,0.02,3,Ti-6Al-4V
200.0,800.0,50.0,60.0,25.0,3,Ti-6Al-4V
200.0,1000.0,50.0,60.0,22.0,3,Ti-6Al-4V
200.0,800.0,50.0,60.0,0.028,3,Ti-6Al-4V
200.0,1000.0,50.0,60.0,23.0,3,Ti-6Al-4V
225.0,800.0,50.0,60.0,0.03,3,Ti-6Al-4V
225.0,1000.0,50.0,60.0,24.0,3,Ti-6Al-4V
225.0,800.0,50.0,60.0,30.0,3,Ti-6Al-4V
225.0,1000.0,50.0,60.0,0.025,3,Ti-6Al-4V
250.0,800.0,50.0,60.0,0.035,3,Ti-6Al-4V
250.0,1000.0,50.0,60.0,25.0,3,Ti-6Al-4V
250.0,800.0,50.0,60.0,0.035,3,Ti-6Al-4V
250.0,1000.0,50.0,60.0,26.0,3,Ti-6Al-4V
300.0,800.0,50.0,60.0,40.0,3,Ti-6Al-4V
300.0,1000.0,50.0,60.0,30.0,3,Ti-6Al-4V
300.0,800.0,50.0,60.0,0.04,3,Ti-6Al-4V
300.0,1000.0,50.0,60.0,35.0,3,Ti-6Al-4V
82.21,400.0,74.0,20.0,55.0,3,Ti-6Al-4V
82.21,700.0,74.0,0.02,0.037,3,Ti-6Al-4V
82.21,400.0,74.0,0.02058,0.0555,3,Ti-6Al-4V
82.21,700.0,74.0,20.0,40.0,3,Ti-6Al-4V
110.824,400.0,74.0,0.026,0.0592,3,Ti-6Al-4V
110.824,400.0,74.0,25.0,60.0,3,Ti-6Al-4V
139.438,400.0,74.0,35.0,59.2,3,Ti-6Al-4V
139.438,600.0,74.0,30.0,52.0,3,Ti-6Al-4V
139.438,700.0,74.0,0.02,0.0518,3,Ti-6Al-4V
139.438,800.0,74.0,20.0,52.0,3,Ti-6Al-4V
139.438,900.0,74.0,20.0,51.8,3,Ti-6Al-4V
139.438,1200.0,74.0,0.02,0.037,3,Ti-6Al-4V
139.438,400.0,74.0,0.03,0.0592,3,Ti-6Al-4V
139.438,600.0,74.0,30.0,52.0,3,Ti-6Al-4V
139.438,700.0,74.0,20.39,59.2,3,Ti-6Al-4V
139.438,800.0,74.0,20.0,51.8,3,Ti-6Al-4V
139.438,900.0,74.0,20.0,51.8,3,Ti-6Al-4V
139.438,1200.0,74.0,20.0,38.0,3,Ti-6Al-4V
168.052,600.0,74.0,30.0,56.0,3,Ti-6Al-4V
168.052,600.0,74.0,0.03,0.0555,3,Ti-6Al-4V
196.666,400.0,74.0,0.046,0.0592,3,Ti-6Al-4V
196.666,600.0,74.0,30.0,59.2,3,Ti-6Al-4V
196.666,700.0,74.0,30.0,59.0,3,Ti-6Al-4V
196.666,800.0,74.0,28.0,52.0,3,Ti-6Al-4V
196.666,900.0,74.0,25.0,52.0,3,Ti-6Al-4V
196.666,1000.0,74.0,20.0,52.0,3,Ti-6Al-4V
196.666,1100.0,74.0,0.022,0.0518,3,Ti-6Al-4V
196.666,1200.0,74.0,20.0,51.8,3,Ti-6Al-4V
196.666,400.0,74.0,50.0,55.0,3,Ti-6Al-4V
196.666,600.0,74.0,35.0,59.2,3,Ti-6Al-4V
196.666,700.0,74.0,30.0,52.0,3,Ti-6Al-4V
196.666,800.0,74.0,25.0,59.2,3,Ti-6Al-4V
196.666,900.0,74.0,24.0,55.0,3,Ti-6Al-4V
196.666,1000.0,74.0,0.02,0.058,3,Ti-6Al-4V
196.666,1100.0,74.0,20.0,52.0,3,Ti-6Al-4V
196.666,1200.0,74.0,20.0,51.8,3,Ti-6Al-4V
219.5572,400.0,74.0,40.0,59.2,3,Ti-6Al-4V
219.5572,400.0,74.0,0.05,0.0592,3,Ti-6Al-4V
253.894,600.0,74.0,40.0,59.2,3,Ti-6Al-4V
253.894,700.0,74.0,40.0,60.0,3,Ti-6Al-4V
253.894,800.0,74.0,30.0,55.0,3,Ti-6Al-4V
253.894,900.0,74.0,28.0,59.0,3,Ti-6Al-4V
253.894,1200.0,74.0,20.0,55.0,3,Ti-6Al-4V
253.894,600.0,74.0,40.0,60.0,3,Ti-6Al-4V
253.894,700.0,74.0,40.0,52.0,3,Ti-6Al-4V
253.894,800.0,74.0,30.0,51.8,3,Ti-6Al-4V
253.894,900.0,74.0,30.0,52.0,3,Ti-6Al-4V
253.894,1200.0,74.0,22.0,56.0,3,Ti-6Al-4V
311.122,700.0,74.0,0.05,0.0518,3,Ti-6Al-4V
311.122,800.0,74.0,0.04,0.06,3,Ti-6Al-4V
311.122,900.0,74.0,40.0,54.0,3,Ti-6Al-4V
311.122,1000.0,74.0,0.035,0.055,3,Ti-6Al-4V
311.122,1100.0,74.0,0.03,0.0555,3,Ti-6Al-4V
311.122,1200.0,74.0,25.0,60.0,3,Ti-6Al-4V
311.122,700.0,74.0,40.0,51.8,3,Ti-6Al-4V
311.122,800.0,74.0,35.0,55.0,3,Ti-6Al-4V
311.122,900.0,74.0,35.0,60.0,3,Ti-6Al-4V
311.122,1000.0,74.0,0.03,0.059,3,Ti-6Al-4V
311.122,1100.0,74.0,30.0,58.0,3,Ti-6Al-4V
311.122,1200.0,74.0,25.0,55.5,3,Ti-6Al-4V
368.35,600.0,74.0,60.0,60.0,3,Ti-6Al-4V
368.35,700.0,74.0,50.0,60.0,3,Ti-6Al-4V
368.35,800.0,74.0,40.0,59.2,3,Ti-6Al-4V
368.35,900.0,74.0,0.04,0.0592,3,Ti-6Al-4V
368.35,1000.0,74.0,40.0,51.8,3,Ti-6Al-4V
368.35,1200.0,74.0,0.03,0.0592,3,Ti-6Al-4V
368.35,600.0,74.0,50.0,60.0,3,Ti-6Al-4V
368.35,700.0,74.0,40.0,59.2,3,Ti-6Al-4V
368.35,800.0,74.0,43.2,59.2,3,Ti-6Al-4V
368.35,900.0,74.0,0.04,0.0592,3,Ti-6Al-4V
368.35,1000.0,74.0,40.0,52.0,3,Ti-6Al-4V
368.35,1200.0,74.0,0.03,0.055,3,Ti-6Al-4V
425.578,600.0,74.0,60.0,66.6,3,Ti-6Al-4V
425.578,700.0,74.0,56.0,60.0,3,Ti-6Al-4V
425.578,800.0,74.0,0.05,0.0592,3,Ti-6Al-4V
425.578,900.0,74.0,40.0,59.2,3,Ti-6Al-4V
425.578,1000.0,74.0,0.04,0.0592,3,Ti-6Al-4V
425.578,1100.0,74.0,0.04,0.0592,3,Ti-6Al-4V
425.578,1200.0,74.0,30.0,55.0,3,Ti-6Al-4V
425.578,600.0,74.0,50.0,59.0,3,Ti-6Al-4V
425.578,700.0,74.0,0.05,0.06,3,Ti-6Al-4V
425.578,800.0,74.0,40.0,59.2,3,Ti-6Al-4V
425.578,900.0,74.0,0.04,0.0629,3,Ti-6Al-4V
425.578,1000.0,74.0,0.04,0.0555,3,Ti-6Al-4V
425.578,1100.0,74.0,0.04,0.0555,3,Ti-6Al-4V
425.578,1200.0,74.0,40.0,52.0,3,Ti-6Al-4V
482.806,600.0,74.0,0.06,0.0666,3,Ti-6Al-4V
482.806,700.0,74.0,60.0,56.0,3,Ti-6Al-4V
482.806,800.0,74.0,40.0,59.2,3,Ti-6Al-4V
482.806,900.0,74.0,50.0,60.0,3,Ti-6Al-4V
482.806,1000.0,74.0,40.0,60.0,3,Ti-6Al-4V
482.806,1200.0,74.0,40.0,56.0,3,Ti-6Al-4V
482.806,600.0,74.0,0.06,0.0666,3,Ti-6Al-4V
482.806,700.0,74.0,60.0,66.0,3,Ti-6Al-4V
482.806,800.0,74.0,0.06,0.06,3,Ti-6Al-4V
482.806,900.0,74.0,0.05,0.0555,3,Ti-6Al-4V
482.806,1000.0,74.0,45.3,59.2,3,Ti-6Al-4V
482.806,1200.0,74.0,0.04,0.0592,3,Ti-6Al-4V
540.034,600.0,74.0,60.0,66.6,3,Ti-6Al-4V
540.034,700.0,74.0,50.0,59.2,3,Ti-6Al-4V
540.034,800.0,74.0,50.0,51.8,3,Ti-6Al-4V
540.034,900.0,74.0,0.05,0.0592,3,Ti-6Al-4V
540.034,1000.0,74.0,50.0,59.2,3,Ti-6Al-4V
540.034,1100.0,74.0,40.0,60.0,3,Ti-6Al-4V
540.034,1200.0,74.0,0.04,0.0555,3,Ti-6Al-4V
540.034,600.0,74.0,0.06,0.0666,3,Ti-6Al-4V
540.034,700.0,74.0,0.05,0.0629,3,Ti-6Al-4V
540.034,800.0,74.0,0.06,0.0666,3,Ti-6Al-4V
540.034,900.0,74.0,40.0,55.0,3,Ti-6Al-4V
540.034,1000.0,74.0,40.0,59.0,3,Ti-6Al-4V
540.034,1100.0,74.0,55.3,59.2,3,Ti-6Al-4V
540.034,1200.0,74.0,40.0,60.0,3,Ti-6Al-4V
150.0,400.0,95.0,27.0,76.0,3,Ti-6Al-4V
150.0,400.0,95.0,30.0,70.0,3,Ti-6Al-4V
175.0,600.0,95.0,21.0,80.0,3,Ti-6Al-4V
175.0,600.0,95.0,20.0,76.0,3,Ti-6Al-4V
200.0,1200.0,95.0,20.0,55.0,3,Ti-6Al-4V
200.0,400.0,95.0,40.0,76.0,3,Ti-6Al-4V
200.0,600.0,95.0,0.025,0.075,3,Ti-6Al-4V
200.0,700.0,95.0,30.0,66.5,3,Ti-6Al-4V
200.0,900.0,95.0,0.02,0.0665,3,Ti-6Al-4V
200.0,1000.0,95.0,0.02,0.0665,3,Ti-6Al-4V
200.0,1100.0,95.0,20.0,55.0,3,Ti-6Al-4V
200.0,1200.0,95.0,18.0,57.0,3,Ti-6Al-4V
200.0,400.0,95.0,40.0,75.0,3,Ti-6Al-4V
200.0,600.0,95.0,30.0,70.0,3,Ti-6Al-4V
200.0,700.0,95.0,0.024,0.076,3,Ti-6Al-4V
200.0,900.0,95.0,0.022,0.0665,3,Ti-6Al-4V
200.0,1000.0,95.0,20.0,67.0,3,Ti-6Al-4V
200.0,1100.0,95.0,0.02,0.05225,3,Ti-6Al-4V
200.0,1200.0,95.0,20.0,52.0,3,Ti-6Al-4V
230.0,400.0,95.0,40.0,76.0,3,Ti-6Al-4V
230.0,400.0,95.0,38.0,76.0,3,Ti-6Al-4V
250.0,1200.0,95.0,20.0,66.5,3,Ti-6Al-4V
250.0,600.0,95.0,35.0,70.0,3,Ti-6Al-4V
250.0,700.0,95.0,26.1,76.0,3,Ti-6Al-4V
250.0,900.0,95.0,22.0,75.0,3,Ti-6Al-4V
250.0,1200.0,95.0,0.02089,0.0665,3,Ti-6Al-4V
250.0,600.0,95.0,30.0,70.0,3,Ti-6Al-4V
250.0,700.0,95.0,30.0,70.0,3,Ti-6Al-4V
250.0,900.0,95.0,25.0,66.5,3,Ti-6Al-4V
250.0,1200.0,95.0,20.0,70.0,3,Ti-6Al-4V
280.0,600.0,95.0,0.04,0.075,3,Ti-6Al-4V
280.0,600.0,95.0,40.0,76.0,3,Ti-6Al-4V
300.0,1200.0,95.0,20.0,76.0,3,Ti-6Al-4V
300.0,700.0,95.0,0.033,0.076,3,Ti-6Al-4V
300.0,900.0,95.0,0.03,0.0665,3,Ti-6Al-4V
300.0,1000.0,95.0,20.0,66.5,3,Ti-6Al-4V
300.0,1100.0,95.0,25.0,66.5,3,Ti-6Al-4V
300.0,1200.0,95.0,20.0,80.0,3,Ti-6Al-4V
300.0,700.0,95.0,0.04,0.0665,3,Ti-6Al-4V
300.0,900.0,95.0,20.0,76.0,3,Ti-6Al-4V
300.0,1000.0,95.0,20.0,70.0,3,Ti-6Al-4V
300.0,1100.0,95.0,22.0,75.0,3,Ti-6Al-4V
300.0,1200.0,95.0,25.0,66.5,3,Ti-6Al-4V
350.0,1200.0,95.0,25.0,75.0,3,Ti-6Al-4V
350.0,600.0,95.0,40.0,75.0,3,Ti-6Al-4V
350.0,700.0,95.0,0.04,0.075,3,Ti-6Al-4V
350.0,900.0,95.0,30.0,66.5,3,Ti-6Al-4V
350.0,1000.0,95.0,30.0,70.0,3,Ti-6Al-4V
350.0,1200.0,95.0,25.0,71.25,3,Ti-6Al-4V
350.0,600.0,95.0,0.04,0.076,3,Ti-6Al-4V
350.0,700.0,95.0,40.0,66.5,3,Ti-6Al-4V
350.0,900.0,95.0,0.03,0.076,3,Ti-6Al-4V
350.0,1000.0,95.0,30.0,66.5,3,Ti-6Al-4V
350.0,1200.0,95.0,0.025,0.07,3,Ti-6Al-4V
400.0,600.0,95.0,55.0,76.0,3,Ti-6Al-4V
400.0,700.0,95.0,40.0,76.0,3,Ti-6Al-4V
400.0,900.0,95.0,40.0,67.0,3,Ti-6Al-4V
400.0,1000.0,95.0,0.03,0.07,3,Ti-6Al-4V
400.0,1100.0,95.0,0.03,0.075,3,Ti-6Al-4V
400.0,600.0,95.0,40.0,66.5,3,Ti-6Al-4V
400.0,700.0,95.0,0.04,0.08,3,Ti-6Al-4V
400.0,900.0,95.0,40.0,70.0,3,Ti-6Al-4V
400.0,1000.0,95.0,35.0,70.0,3,Ti-6Al-4V
400.0,1100.0,95.0,30.0,66.5,3,Ti-6Al-4V
450.0,1200.0,95.0,0.03,0.076,3,Ti-6Al-4V
450.0,600.0,95.0,50.0,76.0,3,Ti-6Al-4V
450.0,700.0,95.0,50.0,76.0,3,Ti-6Al-4V
450.0,900.0,95.0,40.0,76.0,3,Ti-6Al-4V
450.0,1000.0,95.0,35.0,75.0,3,Ti-6Al-4V
450.0,1200.0,95.0,30.0,75.0,3,Ti-6Al-4V
450.0,600.0,95.0,40.0,76.0,3,Ti-6Al-4V
450.0,700.0,95.0,50.0,76.0,3,Ti-6Al-4V
450.0,900.0,95.0,40.0,75.0,3,Ti-6Al-4V
450.0,1000.0,95.0,40.0,70.0,3,Ti-6Al-4V
450.0,1200.0,95.0,30.0,76.0,3,Ti-6Al-4V
520.0,1100.0,95.0,0.04,0.07,3,Ti-6Al-4V
520.0,1200.0,95.0,30.0,75.0,3,Ti-6Al-4V
