Material,Power,Velocity,beam D,layer thickness,Hatch spacing,meltpool shape
SS316L,310.0,190.0,100.0,50.0,80.0,desirable
SS316L,310.0,220.0,100.0,50.0,230.0,desirable
SS316L,310.0,250.0,100.0,50.0,200.0,desirable
SS316L,310.0,280.0,100.0,50.0,90.0,desirable
SS316L,310.0,310.0,100.0,50.0,0.16,desirable
SS316L,342.5,190.0,100.0,50.0,270.0,desirable
SS316L,342.5,220.0,100.0,50.0,0.25,desirable
SS316L,342.5,250.0,100.0,50.0,219.2,desirable
SS316L,342.5,280.0,100.0,50.0,220.0,desirable
SS316L,342.5,310.0,100.0,50.0,184.14,desirable
SS316L,342.5,340.0,100.0,50.0,90.0,desirable
SS316L,375.0,190.0,100.0,50.0,90.0,desirable
SS316L,375.0,220.0,100.0,50.0,0.09,desirable
SS316L,375.0,250.0,100.0,50.0,80.0,desirable
SS316L,375.0,280.0,100.0,50.0,240.0,desirable
SS316L,375.0,310.0,100.0,50.0,200.0,desirable
SS316L,375.0,340.0,100.0,50.0,190.0,desirable
SS316L,375.0,370.0,100.0,50.0,160.0,desirable
SS316L,147.5,100.0,100.0,50.0,230.0,desirable
SS316L,147.5,130.0,100.0,50.0,180.0,desirable
SS316L,180.0,100.0,100.0,50.0,300.0,desirable
SS316L,180.0,130.0,100.0,50.0,230.0,desirable
SS316L,180.0,160.0,100.0,50.0,90.0,desirable
SS316L,212.5,130.0,100.0,50.0,90.0,desirable
SS316L,212.5,160.0,100.0,50.0,0.22,desirable
SS316L,212.5,190.0,100.0,50.0,200.0,desirable
SS316L,245.0,130.0,100.0,50.0,80.0,desirable
SS316L,245.0,160.0,100.0,50.0,218.75,desirable
SS316L,245.0,190.0,100.0,50.0,90.0,desirable
SS316L,245.0,220.0,100.0,50.0,160.0,desirable
SS316L,277.5,160.0,100.0,50.0,300.0,desirable
SS316L,277.5,190.0,100.0,50.0,240.0,desirable
SS316L,277.5,220.0,100.0,50.0,220.0,desirable
SS316L,277.5,250.0,100.0,50.0,185.0,desirable
SS316L,310.0,160.0,100.0,50.0,300.0,desirable
SS316L,310.0,190.0,100.0,50.0,271.93,desirable
SS316L,310.0,220.0,100.0,50.0,235.0,desirable
SS316L,310.0,250.0,100.0,50.0,0.19,desirable
SS316L,310.0,280.0,100.0,50.0,0.16,desirable
SS316L,310.0,310.0,100.0,50.0,166.7,desirable
SS316L,342.5,190.0,100.0,50.0,90.0,desirable
SS316L,342.5,220.0,100.0,50.0,260.0,desirable
SS316L,342.5,250.0,100.0,50.0,228.3,desirable
SS316L,342.5,280.0,100.0,50.0,90.0,desirable
SS316L,342.5,310.0,100.0,50.0,90.0,desirable
SS316L,342.5,340.0,100.0,50.0,0.15,desirable
SS316L,375.0,190.0,100.0,50.0,90.0,desirable
SS316L,375.0,220.0,100.0,50.0,90.0,desirable
SS316L,375.0,250.0,100.0,50.0,250.0,desirable
SS316L,375.0,280.0,100.0,50.0,223.2,desirable
SS316L,375.0,310.0,100.0,50.0,90.0,desirable
SS316L,375.0,340.0,100.0,50.0,200.0,desirable
SS316L,375.0,370.0,100.0,50.0,145.0,desirable
SS316L,50.0,21.39037433,187.0,50.0,0.1496,desirable
SS316L,150.0,80.21390374,187.0,50.0,311.67,desirable
SS316L,150.0,64.17112299,187.0,50.0,168.3,desirable
SS316L,250.0,133.6898396,187.0,50.0,0.27,desirable
SS316L,250.0,106.9518717,187.0,50.0,,desirable
SS316L,350.0,299.4652406,187.0,50.0,168.3,desirable
SS316L,350.0,187.1657754,187.0,50.0,312.0,desirable
SS316L,350.0,149.7326203,187.0,50.0,,desirable
SS316L,450.0,385.026738,187.0,50.0,168.3,desirable
SS316L,450.0,240.6417112,187.0,50.0,267.14,desirable
SS316L,450.0,192.513369,187.0,50.0,0.4,desirable
SS316L,550.0,784.3137255,187.0,50.0,140.0,desirable
SS316L,550.0,470.5882353,187.0,50.0,168.3,desirable
SS316L,550.0,294.1176471,187.0,50.0,288.0,desirable
SS316L,550.0,235.2941176,187.0,50.0,,desirable
SS316L,250.0,80.64516129,248.0,50.0,500.0,desirable
SS316L,350.0,141.1290323,248.0,50.0,,desirable
SS316L,350.0,112.9032258,248.0,50.0,198.4,desirable
SS316L,450.0,181.4516129,248.0,50.0,223.2,desirable
SS316L,450.0,145.1612903,248.0,50.0,223.2,desirable
SS316L,550.0,354.8387097,248.0,50.0,223.2,desirable
SS316L,550.0,221.7741935,248.0,50.0,450.0,desirable
SS316L,550.0,177.4193548,248.0,50.0,550.0,desirable
SS316L,250.0,50.0,500.0,100.0,400.0,desirable
SS316L,350.0,50.0,500.0,100.0,500.0,desirable
SS316L,350.0,80.0,500.0,100.0,400.0,desirable
SS316L,450.0,80.0,500.0,100.0,0.45,desirable
SS316L,250.0,50.0,500.0,100.0,400.0,desirable
SS316L,350.0,50.0,500.0,100.0,500.0,desirable
SS316L,350.0,80.0,500.0,100.0,400.0,desirable
SS316L,450.0,80.0,500.0,100.0,450.0,desirable
SS316L,130.0,900.0,0.08,0.02,0.06,desirable
SS316L,130.0,1400.0,70.0,20.0,49.0,desirable
SS316L,220.0,2400.0,70.0,20.0,49.0,desirable
SS316L,220.0,2900.0,70.0,20.0,49.0,desirable
SS316L,300.0,3400.0,0.07,0.02,0.049,desirable
SS316L,325.0,100.0,100.0,50.0,90.0,desirable
SS316L,325.0,130.0,100.0,50.0,90.0,desirable
SS316L,325.0,160.0,0.36,50.0,0.3,desirable
SS316L,325.0,190.0,100.0,50.0,90.0,desirable
SS316L,325.0,250.0,,50.0,,desirable
SS316L,325.0,280.0,100.0,50.0,90.0,desirable
SS316L,325.0,310.0,,50.0,,desirable
SS316L,325.0,340.0,180.0,50.0,144.0,desirable
SS316L,325.0,370.0,0.159,50.0,0.135,desirable
SS316L,350.0,160.0,0.1,50.0,0.09,desirable
SS316L,350.0,190.0,100.0,50.0,90.0,desirable
SS316L,350.0,220.0,100.0,50.0,90.0,desirable
SS316L,350.0,250.0,0.28,50.0,0.232,desirable
SS316L,350.0,280.0,250.0,50.0,200.0,desirable
SS316L,350.0,310.0,220.0,50.0,176.0,desirable
SS316L,350.0,340.0,210.0,50.0,180.0,desirable
SS316L,375.0,190.0,0.1,50.0,0.09,desirable
SS316L,375.0,220.0,320.0,50.0,256.0,desirable
SS316L,375.0,250.0,100.0,50.0,250.0,desirable
SS316L,375.0,280.0,280.0,50.0,225.0,desirable
SS316L,375.0,310.0,,50.0,,desirable
SS316L,375.0,340.0,200.0,50.0,180.0,desirable
SS316L,375.0,370.0,200.0,50.0,170.0,desirable
SS316L,375.0,400.0,213.07,50.0,170.45,desirable
SS316L,75.0,300.0,70.0,50.0,75.0,LOF
SS316L,75.0,200.0,70.0,50.0,0.115,LOF
SS316L,75.0,100.0,70.0,50.0,250.0,LOF
SS316L,100.0,400.0,70.0,50.0,0.08,LOF
SS316L,100.0,300.0,70.0,50.0,100.0,LOF
SS316L,100.0,200.0,70.0,50.0,150.0,LOF
SS316L,125.0,500.0,70.0,50.0,83.3,LOF
SS316L,150.0,800.0,70.0,50.0,63.0,LOF
SS316L,150.0,700.0,70.0,50.0,63.0,LOF
SS316L,150.0,600.0,70.0,50.0,75.0,LOF
SS316L,150.0,500.0,70.0,50.0,90.0,LOF
SS316L,150.0,400.0,70.0,50.0,120.0,LOF
SS316L,175.0,500.0,70.0,50.0,120.0,LOF
SS316L,175.0,400.0,70.0,50.0,145.8,LOF
SS316L,175.0,300.0,70.0,50.0,180.0,LOF
SS316L,200.0,700.0,70.0,50.0,90.0,LOF
SS316L,200.0,600.0,70.0,50.0,120.0,LOF
SS316L,200.0,500.0,70.0,50.0,130.0,LOF
SS316L,75.0,300.0,70.0,50.0,80.0,LOF
SS316L,75.0,200.0,70.0,50.0,0.11,LOF
SS316L,75.0,100.0,70.0,50.0,230.0,LOF
SS316L,100.0,400.0,70.0,50.0,80.0,LOF
SS316L,100.0,300.0,70.0,50.0,0.1111,LOF
SS316L,100.0,200.0,70.0,50.0,150.0,LOF
SS316L,125.0,500.0,70.0,50.0,0.08,LOF
SS316L,150.0,800.0,70.0,50.0,58.0,LOF
SS316L,150.0,700.0,70.0,50.0,63.0,LOF
SS316L,150.0,600.0,70.0,50.0,0.076923,LOF
SS316L,150.0,500.0,70.0,50.0,90.0,LOF
SS316L,150.0,400.0,70.0,50.0,115.0,LOF
SS316L,175.0,500.0,70.0,50.0,120.0,LOF
SS316L,175.0,400.0,70.0,50.0,150.0,LOF
SS316L,175.0,300.0,70.0,50.0,180.0,LOF
SS316L,200.0,700.0,70.0,50.0,95.0,LOF
SS316L,200.0,600.0,70.0,50.0,100.0,LOF
SS316L,200.0,500.0,70.0,50.0,130.0,LOF
SS316L,200.0,1600.0,90.0,30.0,90.0,LOF
SS316L,200.0,1600.0,90.0,30.0,90.0,LOF
SS316L,50.0,136.0544218,98.0,50.0,110.0,LOF
SS316L,50.0,81.63265306,98.0,50.0,200.0,LOF
SS316L,50.0,51.02040816,98.0,50.0,301.6,LOF
SS316L,150.0,408.1632653,98.0,50.0,115.0,LOF
SS316L,150.0,244.8979592,98.0,50.0,200.0,LOF
SS316L,250.0,680.2721088,98.0,50.0,113.0,LOF
SS316L,82.5,100.0,100.0,50.0,240.0,LOF
SS316L,82.5,130.0,100.0,50.0,200.0,LOF
SS316L,82.5,160.0,100.0,50.0,160.0,LOF
SS316L,115.0,100.0,100.0,50.0,350.0,LOF
SS316L,115.0,130.0,100.0,50.0,272.0,LOF
SS316L,115.0,160.0,100.0,50.0,240.0,LOF
SS316L,115.0,190.0,100.0,50.0,180.0,LOF
SS316L,115.0,220.0,100.0,50.0,160.0,LOF
SS316L,147.5,160.0,100.0,50.0,280.0,LOF
SS316L,147.5,190.0,100.0,50.0,260.0,LOF
SS316L,147.5,220.0,100.0,50.0,206.0,LOF
SS316L,147.5,250.0,100.0,50.0,181.54,LOF
SS316L,147.5,280.0,100.0,50.0,160.0,LOF
SS316L,180.0,190.0,100.0,50.0,300.0,LOF
SS316L,180.0,220.0,100.0,50.0,250.0,LOF
SS316L,180.0,250.0,100.0,50.0,0.22,LOF
SS316L,180.0,280.0,100.0,50.0,200.0,LOF
SS316L,180.0,310.0,100.0,50.0,180.0,LOF
SS316L,180.0,340.0,100.0,50.0,176.47,LOF
SS316L,212.5,220.0,100.0,50.0,0.3,LOF
SS316L,212.5,250.0,100.0,50.0,250.0,LOF
SS316L,212.5,280.0,100.0,50.0,233.5,LOF
SS316L,212.5,310.0,100.0,50.0,210.0,LOF
SS316L,212.5,340.0,100.0,50.0,208.3,LOF
SS316L,212.5,370.0,100.0,50.0,180.0,LOF
SS316L,212.5,400.0,100.0,50.0,180.0,LOF
SS316L,245.0,250.0,100.0,50.0,300.0,LOF
SS316L,245.0,280.0,100.0,50.0,270.0,LOF
SS316L,245.0,310.0,100.0,50.0,240.0,LOF
SS316L,245.0,340.0,100.0,50.0,220.0,LOF
SS316L,245.0,370.0,100.0,50.0,200.0,LOF
SS316L,245.0,400.0,100.0,50.0,200.0,LOF
SS316L,277.5,280.0,100.0,50.0,300.0,LOF
SS316L,277.5,310.0,100.0,50.0,300.0,LOF
SS316L,277.5,340.0,100.0,50.0,250.0,LOF
SS316L,277.5,370.0,100.0,50.0,230.0,LOF
SS316L,277.5,400.0,100.0,50.0,210.0,LOF
SS316L,310.0,340.0,100.0,50.0,280.0,LOF
SS316L,310.0,370.0,100.0,50.0,270.0,LOF
SS316L,310.0,400.0,100.0,50.0,230.0,LOF
SS316L,342.5,370.0,100.0,50.0,300.0,LOF
SS316L,342.5,400.0,100.0,50.0,250.0,LOF
SS316L,375.0,400.0,100.0,50.0,300.0,LOF
SS316L,82.5,100.0,100.0,50.0,250.0,LOF
SS316L,82.5,130.0,100.0,50.0,205.0,LOF
SS316L,82.5,160.0,100.0,50.0,170.0,LOF
SS316L,115.0,100.0,100.0,50.0,328.6,LOF
SS316L,115.0,130.0,100.0,50.0,270.0,LOF
SS316L,115.0,160.0,100.0,50.0,210.0,LOF
SS316L,115.0,190.0,100.0,50.0,185.0,LOF
SS316L,115.0,220.0,100.0,50.0,160.0,LOF
SS316L,147.5,160.0,100.0,50.0,283.65,LOF
SS316L,147.5,190.0,100.0,50.0,240.0,LOF
SS316L,147.5,220.0,100.0,50.0,220.0,LOF
SS316L,147.5,250.0,100.0,50.0,180.0,LOF
SS316L,147.5,280.0,100.0,50.0,160.0,LOF
SS316L,180.0,190.0,100.0,50.0,90.0,LOF
SS316L,180.0,220.0,100.0,50.0,250.0,LOF
SS316L,180.0,250.0,100.0,50.0,220.0,LOF
SS316L,180.0,280.0,100.0,50.0,200.0,LOF
SS316L,180.0,310.0,100.0,50.0,180.0,LOF
SS316L,180.0,340.0,100.0,50.0,163.0,LOF
SS316L,212.5,220.0,100.0,50.0,300.0,LOF
SS316L,212.5,250.0,100.0,50.0,283.3,LOF
SS316L,212.5,280.0,100.0,50.0,240.0,LOF
SS316L,212.5,310.0,100.0,50.0,90.0,LOF
SS316L,212.5,340.0,100.0,50.0,190.0,LOF
SS316L,212.5,370.0,100.0,50.0,190.0,LOF
SS316L,212.5,400.0,100.0,50.0,160.0,LOF
SS316L,245.0,250.0,100.0,50.0,300.0,LOF
SS316L,245.0,280.0,100.0,50.0,275.0,LOF
SS316L,245.0,310.0,100.0,50.0,240.0,LOF
SS316L,245.0,340.0,100.0,50.0,240.0,LOF
SS316L,245.0,370.0,100.0,50.0,200.0,LOF
SS316L,245.0,400.0,100.0,50.0,200.0,LOF
SS316L,277.5,280.0,100.0,50.0,305.0,LOF
SS316L,277.5,310.0,100.0,50.0,280.0,LOF
SS316L,277.5,340.0,100.0,50.0,250.0,LOF
SS316L,277.5,370.0,100.0,50.0,231.0,LOF
SS316L,277.5,400.0,100.0,50.0,230.0,LOF
SS316L,310.0,340.0,100.0,50.0,280.0,LOF
SS316L,310.0,370.0,100.0,50.0,250.0,LOF
SS316L,310.0,400.0,100.0,50.0,240.0,LOF
SS316L,342.5,370.0,100.0,50.0,285.0,LOF
SS316L,342.5,400.0,100.0,50.0,300.0,LOF
SS316L,375.0,400.0,100.0,50.0,300.0,LOF
SS316L,50.0,71.30124777,187.0,50.0,215.7,LOF
SS316L,50.0,42.78074866,187.0,50.0,0.39,LOF
SS316L,50.0,26.73796791,187.0,50.0,168.3,LOF
SS316L,150.0,213.9037433,187.0,50.0,215.795528,LOF
SS316L,150.0,128.342246,187.0,50.0,380.0,LOF
SS316L,250.0,356.5062389,187.0,50.0,216.0,LOF
SS316L,250.0,213.9037433,187.0,50.0,0.3895833333,LOF
SS316L,350.0,499.1087344,187.0,50.0,220.0,LOF
SS316L,450.0,641.7112299,187.0,50.0,216.0,LOF
SS316L,50.0,53.76344086,248.0,50.0,286.0,LOF
SS316L,50.0,32.25806452,248.0,50.0,0.5,LOF
SS316L,50.0,20.16129032,248.0,50.0,0.8,LOF
SS316L,50.0,16.12903226,248.0,50.0,954.0,LOF
SS316L,150.0,161.2903226,248.0,50.0,310.0,LOF
SS316L,150.0,96.77419355,248.0,50.0,500.0,LOF
SS316L,150.0,60.48387097,248.0,50.0,750.0,LOF
SS316L,150.0,48.38709677,248.0,50.0,950.0,LOF
SS316L,250.0,268.8172043,248.0,50.0,300.0,LOF
SS316L,250.0,161.2903226,248.0,50.0,480.0,LOF
SS316L,250.0,100.8064516,248.0,50.0,720.0,LOF
SS316L,350.0,376.344086,248.0,50.0,310.0,LOF
SS316L,350.0,225.8064516,248.0,50.0,550.0,LOF
SS316L,450.0,483.8709677,248.0,50.0,300.0,LOF
SS316L,450.0,290.3225806,248.0,50.0,450.0,LOF
SS316L,550.0,591.3978495,248.0,50.0,270.0,LOF
SS316L,150.0,50.0,500.0,100.0,450.0,LOF
SS316L,150.0,80.0,500.0,100.0,400.0,LOF
SS316L,250.0,80.0,500.0,100.0,0.45,LOF
SS316L,150.0,50.0,500.0,100.0,0.45,LOF
SS316L,150.0,80.0,500.0,100.0,0.35,LOF
SS316L,250.0,80.0,500.0,100.0,450.0,LOF
SS316L,45.0,400.0,0.09,0.03,0.072,LOF
SS316L,45.0,900.0,0.07,0.02,0.049,LOF
SS316L,45.0,1400.0,90.0,40.0,72.0,LOF
SS316L,45.0,1900.0,0.085,0.04,0.068,LOF
SS316L,45.0,2400.0,90.0,40.0,72.0,LOF
SS316L,45.0,2900.0,90.0,40.0,72.0,LOF
SS316L,45.0,3400.0,0.07,0.02,0.049,LOF
SS316L,130.0,1900.0,0.085,0.04,0.064,LOF
SS316L,130.0,2400.0,0.07,0.02,0.049,LOF
SS316L,130.0,2900.0,0.07,0.02,0.049,LOF
SS316L,130.0,3400.0,0.07,0.02,0.049,LOF
SS316L,220.0,3400.0,0.07,0.02,0.049,LOF
SS316L,200.0,800.0,50.0,50.0,62.5,balling
SS316L,300.0,800.0,50.0,50.0,93.75,balling
SS316L,400.0,800.0,50.0,50.0,0.125,balling
SS316L,200.0,800.0,50.0,50.0,62.5,balling
SS316L,300.0,800.0,50.0,50.0,90.0,balling
SS316L,400.0,800.0,50.0,50.0,125.0,balling
SS316L,180.0,370.0,100.0,50.0,108.1,balling
SS316L,180.0,400.0,100.0,50.0,110.0,balling
SS316L,180.0,370.0,100.0,50.0,110.0,balling
SS316L,180.0,400.0,100.0,50.0,112.5,balling
SS316L,600.0,400.0,37.5,30.0,105.0,keyhole
SS316L,600.0,500.0,37.5,30.0,105.0,keyhole
SS316L,600.0,600.0,37.5,30.0,105.0,keyhole
SS316L,600.0,700.0,37.5,30.0,105.0,keyhole
SS316L,600.0,800.0,37.5,30.0,105.0,keyhole
SS316L,600.0,400.0,37.5,30.0,105.0,keyhole
SS316L,600.0,500.0,37.5,30.0,105.0,keyhole
SS316L,600.0,600.0,37.5,30.0,105.0,keyhole
SS316L,600.0,700.0,37.5,30.0,105.0,keyhole
SS316L,600.0,800.0,37.5,30.0,105.0,keyhole
SS316L,70.0,0.6,45.0,25.0,100.0,keyhole
SS316L,70.0,0.6,45.0,25.0,100.0,keyhole
SS316L,100.0,150.0,55.0,75.0,45.0,keyhole
SS316L,100.0,200.0,55.0,75.0,44.0,keyhole
SS316L,200.0,300.0,55.0,75.0,44.0,keyhole
SS316L,200.0,400.0,55.0,75.0,41.7,keyhole
SS316L,100.0,150.0,55.0,75.0,45.0,keyhole
SS316L,100.0,200.0,55.0,75.0,41.25,keyhole
SS316L,200.0,300.0,55.0,75.0,44.0,keyhole
SS316L,200.0,400.0,55.0,75.0,40.0,keyhole
SS316L,59.3188,300.0,59.0,20.0,41.3,keyhole
SS316L,99.3784,300.0,59.0,40.0,41.3,keyhole
SS316L,213.8344,300.0,59.0,50.0,47.2,keyhole
SS316L,299.6764,300.0,59.0,60.0,53.1,keyhole
SS316L,408.4096,300.0,59.0,0.06,0.0531,keyhole
SS316L,59.3188,500.0,59.0,20.0,41.3,keyhole
SS316L,99.3784,500.0,59.0,30.0,45.0,keyhole
SS316L,213.8344,500.0,59.0,50.0,47.2,keyhole
SS316L,299.6764,500.0,59.0,60.0,50.0,keyhole
SS316L,408.4096,500.0,59.0,60.0,53.1,keyhole
SS316L,99.3784,700.0,59.0,20.0,41.3,keyhole
SS316L,213.8344,700.0,59.0,30.0,45.0,keyhole
SS316L,299.6764,700.0,59.0,50.0,50.15,keyhole
SS316L,408.4096,700.0,59.0,0.04,0.0472,keyhole
SS316L,59.3188,300.0,59.0,25.0,47.2,keyhole
SS316L,99.3784,300.0,59.0,0.04,0.05,keyhole
SS316L,213.8344,300.0,59.0,60.0,53.0,keyhole
SS316L,299.6764,300.0,59.0,60.0,53.1,keyhole
SS316L,408.4096,300.0,59.0,0.06,0.0531,keyhole
SS316L,59.3188,500.0,59.0,0.02,0.0413,keyhole
SS316L,99.3784,500.0,59.0,26.0,47.2,keyhole
SS316L,213.8344,500.0,59.0,40.0,47.2,keyhole
SS316L,299.6764,500.0,59.0,56.54,53.0,keyhole
SS316L,408.4096,500.0,59.0,40.0,47.2,keyhole
SS316L,99.3784,700.0,59.0,20.0,41.3,keyhole
SS316L,213.8344,700.0,59.0,40.0,47.2,keyhole
SS316L,299.6764,700.0,59.0,40.0,47.2,keyhole
SS316L,408.4096,700.0,59.0,0.04,0.0472,keyhole
SS316L,200.0,100.0,78.0,50.0,54.6,keyhole
SS316L,250.0,100.0,78.0,50.0,70.2,keyhole
SS316L,300.0,100.0,78.0,50.0,62.4,keyhole
SS316L,200.0,100.0,78.0,50.0,54.6,keyhole
SS316L,250.0,100.0,78.0,50.0,54.6,keyhole
SS316L,300.0,100.0,78.0,50.0,62.4,keyhole
SS316L,200.0,850.0,90.0,30.0,90.0,keyhole
SS316L,200.0,1000.0,90.0,30.0,90.0,keyhole
SS316L,200.0,850.0,90.0,30.0,90.0,keyhole
SS316L,200.0,1000.0,90.0,30.0,90.0,keyhole
SS316L,375.0,100.0,95.0,50.0,76.0,keyhole
SS316L,375.0,130.0,95.0,50.0,76.0,keyhole
SS316L,375.0,180.0,95.0,50.0,76.0,keyhole
SS316L,375.0,220.0,95.0,50.0,76.0,keyhole
SS316L,375.0,250.0,95.0,50.0,85.5,keyhole
SS316L,375.0,310.0,95.0,50.0,80.0,keyhole
SS316L,375.0,340.0,95.0,50.0,76.0,keyhole
SS316L,375.0,370.0,95.0,50.0,76.0,keyhole
SS316L,375.0,400.0,95.0,50.0,80.0,keyhole
SS316L,375.0,100.0,95.0,50.0,0.0855,keyhole
SS316L,375.0,130.0,95.0,50.0,76.0,keyhole
SS316L,375.0,180.0,95.0,50.0,76.0,keyhole
SS316L,375.0,220.0,95.0,50.0,80.0,keyhole
SS316L,375.0,250.0,95.0,50.0,76.0,keyhole
SS316L,375.0,310.0,95.0,50.0,76.0,keyhole
SS316L,375.0,340.0,95.0,50.0,85.5,keyhole
SS316L,375.0,370.0,95.0,50.0,76.0,keyhole
SS316L,375.0,400.0,95.0,50.0,76.0,keyhole
SS316L,250.0,204.0816327,98.0,50.0,70.0,keyhole
SS316L,350.0,357.1428571,98.0,50.0,68.6,keyhole
SS316L,350.0,285.7142857,98.0,50.0,78.4,keyhole
SS316L,450.0,459.1836735,98.0,50.0,78.4,keyhole
SS316L,450.0,367.3469388,98.0,50.0,88.2,keyhole
SS316L,550.0,897.9591837,98.0,50.0,76.0,keyhole
SS316L,550.0,561.2244898,98.0,50.0,78.4,keyhole
