Material,Power,Velocity,beam D,layer thickness,Hatch spacing,meltpool shape
Ti-6Al-4V,196.666,1100.0,74,20.0,52.0,keyhole
Ti-6Al-4V,196.666,1200.0,74,20.0,51.8,keyhole
Ti-6Al-4V,219.5572,400.0,74,40.0,59.2,keyhole
Ti-6Al-4V,219.5572,400.0,74,0.05,0.0592,keyhole
Ti-6Al-4V,253.894,600.0,74,40.0,59.2,keyhole
Ti-6Al-4V,253.894,700.0,74,40.0,60.0,keyhole
Ti-6Al-4V,253.894,800.0,74,30.0,55.0,keyhole
Ti-6Al-4V,253.894,900.0,74,28.0,59.0,keyhole
Ti-6Al-4V,253.894,1200.0,74,20.0,55.0,keyhole
Ti-6Al-4V,253.894,600.0,74,40.0,60.0,keyhole
Ti-6Al-4V,253.894,700.0,74,40.0,52.0,keyhole
Ti-6Al-4V,253.894,800.0,74,30.0,51.8,keyhole
Ti-6Al-4V,253.894,900.0,74,30.0,52.0,keyhole
Ti-6Al-4V,253.894,1200.0,74,22.0,56.0,keyhole
Ti-6Al-4V,311.122,700.0,74,0.05,0.0518,keyhole
Ti-6Al-4V,311.122,800.0,74,0.04,0.06,keyhole
Ti-6Al-4V,311.122,900.0,74,40.0,54.0,keyhole
Ti-6Al-4V,311.122,1000.0,74,0.035,0.055,keyhole
Ti-6Al-4V,311.122,1100.0,74,0.03,0.0555,keyhole
Ti-6Al-4V,311.122,1200.0,74,25.0,60.0,keyhole
Ti-6Al-4V,311.122,700.0,74,40.0,51.8,keyhole
Ti-6Al-4V,311.122,800.0,74,35.0,55.0,keyhole
Ti-6Al-4V,311.122,900.0,74,35.0,60.0,keyhole
Ti-6Al-4V,311.122,1000.0,74,0.03,0.059,keyhole
Ti-6Al-4V,311.122,1100.0,74,30.0,58.0,keyhole
Ti-6Al-4V,311.122,1200.0,74,25.0,55.5,keyhole
Ti-6Al-4V,368.35,600.0,74,60.0,60.0,keyhole
Ti-6Al-4V,368.35,700.0,74,50.0,60.0,keyhole
Ti-6Al-4V,368.35,800.0,74,40.0,59.2,keyhole
Ti-6Al-4V,368.35,900.0,74,0.04,0.0592,keyhole
Ti-6Al-4V,368.35,1000.0,74,40.0,51.8,keyhole
Ti-6Al-4V,368.35,1200.0,74,0.03,0.0592,keyhole
Ti-6Al-4V,368.35,600.0,74,50.0,60.0,keyhole
Ti-6Al-4V,368.35,700.0,74,40.0,59.2,keyhole
Ti-6Al-4V,368.35,800.0,74,43.2,59.2,keyhole
Ti-6Al-4V,368.35,900.0,74,0.04,0.0592,keyhole
Ti-6Al-4V,368.35,1000.0,74,40.0,52.0,keyhole
Ti-6Al-4V,368.35,1200.0,74,0.03,0.055,keyhole
Ti-6Al-4V,425.578,600.0,74,60.0,66.6,keyhole
Ti-6Al-4V,425.578,700.0,74,56.0,60.0,keyhole
Ti-6Al-4V,425.578,800.0,74,0.05,0.0592,keyhole
Ti-6Al-4V,425.578,900.0,74,40.0,59.2,keyhole
Ti-6Al-4V,425.578,1000.0,74,0.04,0.0592,keyhole
Ti-6Al-4V,425.578,1100.0,74,0.04,0.0592,keyhole
Ti-6Al-4V,425.578,1200.0,74,30.0,55.0,keyhole
Ti-6Al-4V,425.578,600.0,74,50.0,59.0,keyhole
Ti-6Al-4V,425.578,700.0,74,0.05,0.06,keyhole
Ti-6Al-4V,425.578,800.0,74,40.0,59.2,keyhole
Ti-6Al-4V,425.578,900.0,74,0.04,0.0629,keyhole
Ti-6Al-4V,425.578,1000.0,74,0.04,0.0555,keyhole
Ti-6Al-4V,425.578,1100.0,74,0.04,0.0555,keyhole
Ti-6Al-4V,425.578,1200.0,74,40.0,52.0,keyhole
Ti-6Al-4V,482.806,600.0,74,0.06,0.0666,keyhole
Ti-6Al-4V,482.806,700.0,74,60.0,56.0,keyhole
Ti-6Al-4V,482.806,800.0,74,40.0,59.2,keyhole
Ti-6Al-4V,482.806,900.0,74,50.0,60.0,keyhole
Ti-6Al-4V,482.806,1000.0,74,40.0,60.0,keyhole
Ti-6Al-4V,482.806,1200.0,74,40.0,56.0,keyhole
Ti-6Al-4V,482.806,600.0,74,0.06,0.0666,keyhole
Ti-6Al-4V,482.806,700.0,74,60.0,66.0,keyhole
Ti-6Al-4V,482.806,800.0,74,0.06,0.06,keyhole
Ti-6Al-4V,482.806,900.0,74,0.05,0.0555,keyhole
Ti-6Al-4V,482.806,1000.0,74,45.3,59.2,keyhole
Ti-6Al-4V,482.806,1200.0,74,0.04,0.0592,keyhole
Ti-6Al-4V,540.034,600.0,74,60.0,66.6,keyhole
Ti-6Al-4V,540.034,700.0,74,50.0,59.2,keyhole
Ti-6Al-4V,540.034,800.0,74,50.0,51.8,keyhole
Ti-6Al-4V,540.034,900.0,74,0.05,0.0592,keyhole
Ti-6Al-4V,540.034,1000.0,74,50.0,59.2,keyhole
Ti-6Al-4V,540.034,1100.0,74,40.0,60.0,keyhole
Ti-6Al-4V,540.034,1200.0,74,0.04,0.0555,keyhole
Ti-6Al-4V,540.034,600.0,74,0.06,0.0666,keyhole
Ti-6Al-4V,540.034,700.0,74,0.05,0.0629,keyhole
Ti-6Al-4V,540.034,800.0,74,0.06,0.0666,keyhole
Ti-6Al-4V,540.034,900.0,74,40.0,55.0,keyhole
Ti-6Al-4V,540.034,1000.0,74,40.0,59.0,keyhole
Ti-6Al-4V,540.034,1100.0,74,55.3,59.2,keyhole
Ti-6Al-4V,540.034,1200.0,74,40.0,60.0,keyhole
Ti-6Al-4V,150.0,400.0,95,27.0,76.0,keyhole
Ti-6Al-4V,150.0,400.0,95,30.0,70.0,keyhole
Ti-6Al-4V,175.0,600.0,95,21.0,80.0,keyhole
Ti-6Al-4V,175.0,600.0,95,20.0,76.0,keyhole
Ti-6Al-4V,200.0,1200.0,95,20.0,55.0,keyhole
Ti-6Al-4V,200.0,400.0,95,40.0,76.0,keyhole
Ti-6Al-4V,200.0,600.0,95,0.025,0.075,keyhole
Ti-6Al-4V,200.0,700.0,95,30.0,66.5,keyhole
Ti-6Al-4V,200.0,900.0,95,0.02,0.0665,keyhole
Ti-6Al-4V,200.0,1000.0,95,0.02,0.0665,keyhole
Ti-6Al-4V,200.0,1100.0,95,20.0,55.0,keyhole
Ti-6Al-4V,200.0,1200.0,95,18.0,57.0,keyhole
Ti-6Al-4V,200.0,400.0,95,40.0,75.0,keyhole
Ti-6Al-4V,200.0,600.0,95,30.0,70.0,keyhole
Ti-6Al-4V,200.0,700.0,95,0.024,0.076,keyhole
Ti-6Al-4V,200.0,900.0,95,0.022,0.0665,keyhole
Ti-6Al-4V,200.0,1000.0,95,20.0,67.0,keyhole
Ti-6Al-4V,200.0,1100.0,95,0.02,0.05225,keyhole
Ti-6Al-4V,200.0,1200.0,95,20.0,52.0,keyhole
Ti-6Al-4V,230.0,400.0,95,40.0,76.0,keyhole
Ti-6Al-4V,230.0,400.0,95,38.0,76.0,keyhole
Ti-6Al-4V,250.0,1200.0,95,20.0,66.5,keyhole
Ti-6Al-4V,250.0,600.0,95,35.0,70.0,keyhole
Ti-6Al-4V,250.0,700.0,95,26.1,76.0,keyhole
Ti-6Al-4V,250.0,900.0,95,22.0,75.0,keyhole
Ti-6Al-4V,250.0,1200.0,95,0.02089,0.0665,keyhole
Ti-6Al-4V,250.0,600.0,95,30.0,70.0,keyhole
Ti-6Al-4V,250.0,700.0,95,30.0,70.0,keyhole
Ti-6Al-4V,250.0,900.0,95,25.0,66.5,keyhole
Ti-6Al-4V,250.0,1200.0,95,20.0,70.0,keyhole
Ti-6Al-4V,280.0,600.0,95,0.04,0.075,keyhole
Ti-6Al-4V,280.0,600.0,95,40.0,76.0,keyhole
Ti-6Al-4V,300.0,1200.0,95,20.0,76.0,keyhole
Ti-6Al-4V,300.0,700.0,95,0.033,0.076,keyhole
Ti-6Al-4V,300.0,900.0,95,0.03,0.0665,keyhole
Ti-6Al-4V,300.0,1000.0,95,20.0,66.5,keyhole
Ti-6Al-4V,300.0,1100.0,95,25.0,66.5,keyhole
Ti-6Al-4V,300.0,1200.0,95,20.0,80.0,keyhole
Ti-6Al-4V,300.0,700.0,95,0.04,0.0665,keyhole
Ti-6Al-4V,300.0,900.0,95,20.0,76.0,keyhole
Ti-6Al-4V,300.0,1000.0,95,20.0,70.0,keyhole
Ti-6Al-4V,300.0,1100.0,95,22.0,75.0,keyhole
Ti-6Al-4V,300.0,1200.0,95,25.0,66.5,keyhole
Ti-6Al-4V,350.0,1200.0,95,25.0,75.0,keyhole
Ti-6Al-4V,350.0,600.0,95,40.0,75.0,keyhole
Ti-6Al-4V,350.0,700.0,95,0.04,0.075,keyhole
Ti-6Al-4V,350.0,900.0,95,30.0,66.5,keyhole
Ti-6Al-4V,350.0,1000.0,95,30.0,70.0,keyhole
Ti-6Al-4V,350.0,1200.0,95,25.0,71.25,keyhole
Ti-6Al-4V,350.0,600.0,95,0.04,0.076,keyhole
Ti-6Al-4V,350.0,700.0,95,40.0,66.5,keyhole
Ti-6Al-4V,350.0,900.0,95,0.03,0.076,keyhole
Ti-6Al-4V,350.0,1000.0,95,30.0,66.5,keyhole
Ti-6Al-4V,350.0,1200.0,95,0.025,0.07,keyhole
Ti-6Al-4V,400.0,600.0,95,55.0,76.0,keyhole
Ti-6Al-4V,400.0,700.0,95,40.0,76.0,keyhole
Ti-6Al-4V,400.0,900.0,95,40.0,67.0,keyhole
Ti-6Al-4V,400.0,1000.0,95,0.03,0.07,keyhole
Ti-6Al-4V,400.0,1100.0,95,0.03,0.075,keyhole
Ti-6Al-4V,400.0,600.0,95,40.0,66.5,keyhole
Ti-6Al-4V,400.0,700.0,95,0.04,0.08,keyhole
Ti-6Al-4V,400.0,900.0,95,40.0,70.0,keyhole
Ti-6Al-4V,400.0,1000.0,95,35.0,70.0,keyhole
Ti-6Al-4V,400.0,1100.0,95,30.0,66.5,keyhole
Ti-6Al-4V,450.0,1200.0,95,0.03,0.076,keyhole
Ti-6Al-4V,450.0,600.0,95,50.0,76.0,keyhole
Ti-6Al-4V,450.0,700.0,95,50.0,76.0,keyhole
Ti-6Al-4V,450.0,900.0,95,40.0,76.0,keyhole
Ti-6Al-4V,450.0,1000.0,95,35.0,75.0,keyhole
Ti-6Al-4V,450.0,1200.0,95,30.0,75.0,keyhole
