Power,Velocity,Material,Hatch spacing,Sub-process,beam D,layer thickness,Cp,k,meltpool shape,defect_label,depth of melt pool,width of melt pool,length of melt pool
80,1200,SS17-4PH,,SLM,50,,460,17.9,LOF,1,,,
80,1400,SS17-4PH,,SLM,50,,460,17.9,LOF,1,,,
120,600,SS17-4PH,,SLM,50,,460,17.9,LOF,1,,,
120,800,SS17-4PH,,SLM,50,,460,17.9,LOF,1,,,
120,1000,SS17-4PH,,SLM,50,,460,17.9,LOF,1,,,
120,1200,SS17-4PH,,SLM,50,,460,17.9,LOF,1,,,
120,1900,SS17-4PH,,SLM,50,,460,17.9,LOF,1,,,
120,2400,SS17-4PH,,SLM,50,,460,17.9,LOF,1,,,
250,2400,SS17-4PH,,SLM,50,,460,17.9,LOF,1,,,
250,3800,SS17-4PH,,SLM,50,,460,17.9,LOF,1,,,
250,5000,SS17-4PH,,SLM,50,,460,17.9,LOF,1,,,
100,1400,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,,,
150,1400,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,,,
150,1500,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,,,
150,1600,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,,,
150,1800,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,,,
150,2000,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,,,
200,1200,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,,,
100,1400,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,20,63,200
150,1400,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,33,77,270
150,1500,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,31,80,265
150,1600,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,26,79,260
150,1800,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,23,81,255
150,2000,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,21,79,250
200,1200,SS17-4PH,,SLM,80,50,460,17.9,LOF,1,63,92,380
380,5800,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
380,7400,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
500,5000,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
500,7600,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
500,10000,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
620,6000,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
620,9300,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
750,7800,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
880,2100,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
880,7000,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
1000,8000,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
1000,10000,SS17-4PH,,SLM,50,,460,17.9,balling,2,,,
200,1400,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
200,1600,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
200,1800,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
200,2000,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
200,2200,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
200,2400,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
300,1200,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
300,1400,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
300,1600,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
300,1800,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
300,2000,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
300,2200,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
300,2400,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
300,2600,SS17-4PH,,SLM,80,50,460,17.9,balling,2,,,
900,600,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
900,700,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
900,800,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
900,900,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
900,1000,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
900,1200,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
900,1400,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1350,600,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1350,800,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1350,1000,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1350,1200,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1350,1400,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1350,1500,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1350,1600,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1350,1800,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1350,2000,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1800,800,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1800,1000,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1800,1200,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1800,1400,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1800,1600,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1800,1800,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1800,2000,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1800,2200,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
1800,2400,SS17-4PH,,SLM,240,50,460,17.9,balling,2,,,
170,1100,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
170,1200,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
170,1300,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
195,900,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
195,1000,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
195,1100,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
195,1200,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
195,1300,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
220,900,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
220,1000,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
220,1100,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
220,1200,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
220,1300,SS17-4PH,,SLM,100,20,460,17.9,balling,2,,,
200,1400,SS17-4PH,,SLM,80,50,460,17.9,balling,2,55,90,370
200,1600,SS17-4PH,,SLM,80,50,460,17.9,balling,2,45,88,360
200,1800,SS17-4PH,,SLM,80,50,460,17.9,balling,2,41,88,350
200,2000,SS17-4PH,,SLM,80,50,460,17.9,balling,2,35,86,340
200,2200,SS17-4PH,,SLM,80,50,460,17.9,balling,2,30,88,325
200,2400,SS17-4PH,,SLM,80,50,460,17.9,balling,2,28,88,310
300,1200,SS17-4PH,,SLM,80,50,460,17.9,balling,2,90,110,550
300,1400,SS17-4PH,,SLM,80,50,460,17.9,balling,2,80,105,542
300,1600,SS17-4PH,,SLM,80,50,460,17.9,balling,2,73,98,534
300,1800,SS17-4PH,,SLM,80,50,460,17.9,balling,2,66,95,526
300,2000,SS17-4PH,,SLM,80,50,460,17.9,balling,2,61,94,520
300,2200,SS17-4PH,,SLM,80,50,460,17.9,balling,2,47,93,513
300,2400,SS17-4PH,,SLM,80,50,460,17.9,balling,2,49,92,508
300,2600,SS17-4PH,,SLM,80,50,460,17.9,balling,2,41,88,500
900,600,SS17-4PH,,SLM,240,50,460,17.9,balling,2,130,320,1180
900,700,SS17-4PH,,SLM,240,50,460,17.9,balling,2,102,310,1160
900,800,SS17-4PH,,SLM,240,50,460,17.9,balling,2,82,305,1140
900,900,SS17-4PH,,SLM,240,50,460,17.9,balling,2,80,290,1132
900,1000,SS17-4PH,,SLM,240,50,460,17.9,balling,2,78,280,1125
900,1200,SS17-4PH,,SLM,240,50,460,17.9,balling,2,60,270,112
900,1400,SS17-4PH,,SLM,240,50,460,17.9,balling,2,55,250,1100
1350,600,SS17-4PH,,SLM,240,50,460,17.9,balling,2,240,359,1730
1350,800,SS17-4PH,,SLM,240,50,460,17.9,balling,2,180,342,1720
1350,1000,SS17-4PH,,SLM,240,50,460,17.9,balling,2,145,314,1710
1350,1200,SS17-4PH,,SLM,240,50,460,17.9,balling,2,120,308,1700
1350,1400,SS17-4PH,,SLM,240,50,460,17.9,balling,2,100,305,1680
1350,1500,SS17-4PH,,SLM,240,50,460,17.9,balling,2,82,291,1660
1350,1600,SS17-4PH,,SLM,240,50,460,17.9,balling,2,95,280,1640
1350,1800,SS17-4PH,,SLM,240,50,460,17.9,balling,2,75,270,1620
1350,2000,SS17-4PH,,SLM,240,50,460,17.9,balling,2,70,250,1600
1800,800,SS17-4PH,,SLM,240,50,460,17.9,balling,2,270,370,2250
1800,1000,SS17-4PH,,SLM,240,50,460,17.9,balling,2,198,365,2238
1800,1200,SS17-4PH,,SLM,240,50,460,17.9,balling,2,163,360,2218
1800,1400,SS17-4PH,,SLM,240,50,460,17.9,balling,2,138,350,2200
1800,1600,SS17-4PH,,SLM,240,50,460,17.9,balling,2,120,322,2160
1800,1800,SS17-4PH,,SLM,240,50,460,17.9,balling,2,110,305,2120
1800,2000,SS17-4PH,,SLM,240,50,460,17.9,balling,2,100,306,2080
1800,2200,SS17-4PH,,SLM,240,50,460,17.9,balling,2,90,300,2040
1800,2400,SS17-4PH,,SLM,240,50,460,17.9,balling,2,80,278,2000
170,1100,SS17-4PH,,SLM,100,20,460,17.9,balling,2,34,92,
170,1200,SS17-4PH,,SLM,100,20,460,17.9,balling,2,32,86,
170,1300,SS17-4PH,,SLM,100,20,460,17.9,balling,2,30,78,
195,900,SS17-4PH,,SLM,100,20,460,17.9,balling,2,66,116,
195,1000,SS17-4PH,,SLM,100,20,460,17.9,balling,2,60,107,
195,1100,SS17-4PH,,SLM,100,20,460,17.9,balling,2,53,99,
195,1200,SS17-4PH,,SLM,100,20,460,17.9,balling,2,47,91,
195,1300,SS17-4PH,,SLM,100,20,460,17.9,balling,2,45,90,
220,900,SS17-4PH,,SLM,100,20,460,17.9,balling,2,77,115,
220,1000,SS17-4PH,,SLM,100,20,460,17.9,balling,2,69,105,
220,1100,SS17-4PH,,SLM,100,20,460,17.9,balling,2,60,96,
220,1200,SS17-4PH,,SLM,100,20,460,17.9,balling,2,55,93,
220,1300,SS17-4PH,,SLM,100,20,460,17.9,balling,2,54,90,
130,400,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
130,900,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
130,1400,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
220,400,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
220,900,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
220,1400,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
220,1900,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
300,400,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
300,900,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
300,1400,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
300,1900,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
300,2400,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
300,2900,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
300,3400,SS17-4PH,,SLM,,,460,17.9,keyhole,3,,,
80,100,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
80,200,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
120,200,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
120,400,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
250,500,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
250,800,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
380,800,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
380,1400,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
500,1400,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
500,1900,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
500,2500,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
500,3000,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
500,3900,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
620,1900,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
620,2200,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
620,3000,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
620,4000,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
620,5000,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
750,2000,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
750,3000,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
750,4000,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
750,5000,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
750,6000,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
880,3200,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
880,4400,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
880,5800,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
1000,2300,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
1000,4000,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
1000,5600,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
1000,6500,SS17-4PH,,SLM,50,,460,17.9,keyhole,3,,,
2700,1200,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,,,
2700,1400,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,,,
2700,1600,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,,,
2700,1800,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,,,
2700,2000,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,,,
2700,2200,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,,,
2700,2400,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,,,
2700,2600,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,,,
2700,1200,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,256,440,2680
2700,1400,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,195,412,2683
2700,1600,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,168,414,2686
2700,1800,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,154,400,2690
2700,2000,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,138,372,2693
2700,2200,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,122,350,2696
2700,2400,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,115,335,2698
2700,2600,SS17-4PH,,SLM,240,50,460,17.9,keyhole,3,100,320,2700
200,800,SS17-4PH,,SLM,,50,460,17.9,,,105,122,
200,1000,SS17-4PH,,SLM,,50,460,17.9,,,77,97,
200,1200,SS17-4PH,,SLM,,50,460,17.9,,,65,88,
200,1400,SS17-4PH,,SLM,,50,460,17.9,,,53,85,
200,1600,SS17-4PH,,SLM,,50,460,17.9,,,45,83,
200,1800,SS17-4PH,,SLM,,50,460,17.9,,,40,82,
200,2000,SS17-4PH,,SLM,,50,460,17.9,,,35,80,
200,2200,SS17-4PH,,SLM,,50,460,17.9,,,33,81,
200,2400,SS17-4PH,,SLM,,50,460,17.9,,,30,80,
