Power,Velocity,Material,Hatch spacing,Sub-process,beam D,layer thickness,Cp,k,meltpool shape,defect_label,depth of melt pool,width of melt pool,length of melt pool
100,1200,Ti-6Al-4V,50,SLM,100,30,561.5,7.2,LOF,1,,,
100,1200,Ti-6Al-4V,50,SLM,100,30,561.5,7.2,LOF,1,50,,
165,1200,Ti-6Al-4V,140,SLM,100,30,561.5,7.2,LOF,1,,,
165,1200,Ti-6Al-4V,140,SLM,100,30,561.5,7.2,LOF,1,64,,
200,2500,Ti-6Al-4V,,SLM,20,20,561.5,7.2,balling,2,,,
200,2500,Ti-6Al-4V,,SLM,20,20,561.5,7.2,balling,2,45,63,255
50,1200,Ti-6Al-4V,106.8376068,SLM,30,30,561.5,7.2,balling,2,,,
50,1200,Ti-6Al-4V,106.8376068,SLM,30,30,561.5,7.2,balling,2,5,45,
120,1400,Ti-6Al-4V,,SLM,39,30,561.5,7.2,balling,2,,,
120,1600,Ti-6Al-4V,,SLM,39,30,561.5,7.2,balling,2,,,
120,1400,Ti-6Al-4V,,SLM,39,30,561.5,7.2,balling,2,33,,350
120,1600,Ti-6Al-4V,,SLM,39,30,561.5,7.2,balling,2,31,,340
160,1600,Ti-6Al-4V,,SLM,39,30,561.5,7.2,balling,2,,,
160,1600,Ti-6Al-4V,,SLM,39,30,561.5,7.2,balling,2,36,,600
120,450,Ti-6Al-4V,,SLM,100,30,561.5,7.2,balling,2,58,,
120,800,Ti-6Al-4V,,SLM,100,30,561.5,7.2,balling,2,38,,
300,300,Ti-6Al-4V,40,SLM,100,30,561.5,7.2,balling,2,183,,
300,600,Ti-6Al-4V,40,SLM,100,30,561.5,7.2,balling,2,109,,
370,1000,Ti-6Al-4V,240,SLM,100,30,561.5,7.2,desirable,0,105,,
175,850,Ti-6Al-4V,,SLM,20,35,561.5,7.2,keyhole,3,,,
175,850,Ti-6Al-4V,,SLM,20,35,561.5,7.2,keyhole,3,,170,
200,1000,Ti-6Al-4V,,SLM,20,20,561.5,7.2,keyhole,3,,,
200,1000,Ti-6Al-4V,,SLM,20,20,561.5,7.2,keyhole,3,55,73,127
195,500,Ti-6Al-4V,100,SLM,30,30,561.5,7.2,keyhole,3,,,
195,500,Ti-6Al-4V,100,SLM,30,30,561.5,7.2,keyhole,3,176,193,
195,750,Ti-6Al-4V,100.7751938,SLM,30,30,561.5,7.2,keyhole,3,110,162,
50,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
50,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
50,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,30,,
50,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,30,,
67.5,210,Ti-6Al-4V,75,SLM,50,30,561.5,7.2,keyhole,3,33,105,133
75,146,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
75,455,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
75,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
75,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
75,146,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,150,,
75,455,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,75,,
75,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,42,,
75,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,42,,
95,210,Ti-6Al-4V,75,SLM,50,30,561.5,7.2,keyhole,3,53,137,169
100,146,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
100,455,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
100,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
100,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
100,146,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,220,,
100,455,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,140,,
100,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,80,,
100,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,62,,
122.5,210,Ti-6Al-4V,75,SLM,50,30,561.5,7.2,keyhole,3,66,159,211
125,146,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
125,455,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
125,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
125,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
125,146,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,280,,
125,455,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,170,,
125,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,127,,
125,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,90,,
150,455,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
150,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
150,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
150,210,Ti-6Al-4V,75,SLM,50,30,561.5,7.2,keyhole,3,84,181,246
150,455,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,220,,
150,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,150,,
150,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,107,,
175,455,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
175,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
175,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
175,455,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,250,,
175,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,167,,
175,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,150,,
200,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
200,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
200,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,180,,
200,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,164,,
225,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
225,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
225,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,216,,
225,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,182,,
250,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
250,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
250,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,230,,
250,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,220,,
300,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
300,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,,,
300,800,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,340,,
300,1000,Ti-6Al-4V,,SLM,50,60,561.5,7.2,keyhole,3,280,,
82.21,400,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
82.21,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
82.21,400,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,24.40986,,
82.21,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,25.42626,,
110.824,400,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
110.824,400,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,107.7384,,
139.438,400,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
139.438,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
139.438,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
139.438,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
139.438,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
139.438,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
139.438,400,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,163.2048,,
139.438,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,74.3424,,
139.438,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,76.82706,,
139.438,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,82.92546,,
139.438,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,74.1488,,
139.438,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,39.55906,,
168.052,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
168.052,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,100.7684,,
196.666,400,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
196.666,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
196.666,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
196.666,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
196.666,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
196.666,1000,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
196.666,1100,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
196.666,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
196.666,400,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,245.2265,,
196.666,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,121.6772,,
196.666,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,122.5813,,
196.666,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,121.9033,,
196.666,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,112.9009,,
196.666,1000,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,95.86452,,
196.666,1100,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,88.92706,,
196.666,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,77.31106,,
219.5572,400,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
219.5572,400,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,278.5904,,
253.894,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
253.894,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
253.894,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
253.894,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
253.894,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
253.894,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,229.9968,,
253.894,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,172.1104,,
253.894,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,180.2091,,
253.894,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,165.3991,,
253.894,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,101.7689,,
311.122,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
311.122,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
311.122,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
311.122,1000,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
311.122,1100,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
311.122,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
311.122,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,265.232,,
311.122,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,202.5056,,
311.122,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,190.8253,,
311.122,1000,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,192.5677,,
311.122,1100,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,150.3625,,
311.122,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,129.7441,,
368.35,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
368.35,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
368.35,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
368.35,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
368.35,1000,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
368.35,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
368.35,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,357.5792,,
368.35,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,295.0464,,
368.35,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,259.9417,,
368.35,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,244.1296,,
368.35,1000,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,232.7072,,
368.35,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,167.7219,,
425.578,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
425.578,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
425.578,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
425.578,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
425.578,1000,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
425.578,1100,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
425.578,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
425.578,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,411.2064,,
425.578,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,308.5984,,
425.578,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,352.1584,,
425.578,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,272.3952,,
425.578,1000,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,260.392,,
425.578,1100,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,237.9991,,
425.578,1200,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,225,,
482.806,600,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
482.806,700,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
482.806,800,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
482.806,900,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
482.806,1000,Ti-6Al-4V,,SLM,74,,561.5,7.2,keyhole,3,,,
