Power,Velocity,Material,Hatch spacing,Sub-process,beam D,layer thickness,Cp,k,meltpool shape,defect_label,depth of melt pool,width of melt pool,length of melt pool
180,1000,IN718,,SLM,50,25,435,11.2,desirable,0,,,
250,600,IN718,500,SLM,100,70,435,11.2,desirable,0,200,175,
100,400,IN718,500,SLM,100,70,435,11.2,desirable,0,100,,
180,800,IN718,500,SLM,100,70,435,11.2,desirable,0,100,,
200,950,IN718,500,SLM,100,70,435,11.2,desirable,0,100,,
210,1000,IN718,500,SLM,100,70,435,11.2,desirable,0,100,,
240,800,IN718,500,SLM,100,70,435,11.2,desirable,0,,150,
125,400,IN718,500,SLM,100,70,435,11.2,desirable,0,,150,
280,950,IN718,500,SLM,100,70,435,11.2,desirable,0,,150,
150,800,IN718,,SLM,,40,435,11.2,desirable,0,50,122,
225,800,IN718,,SLM,,40,435,11.2,desirable,0,120,152,
300,800,IN718,,SLM,,40,435,11.2,desirable,0,70,182,
250,1100,IN718,,SLM,80,60,435,11.2,desirable,0,120,,
285,960,IN718,,SLM,80,60,435,11.2,desirable,0,172,,
150,700,IN718,,SLM,,40,435,11.2,desirable,0,48.2,118,
200,1000,IN718,,SLM,74,40,435,11.2,desirable,0,48,135,
250,1500,IN718,,SLM,74,40,435,11.2,desirable,0,53,150,
180,1000,IN718,,SLM,50,25,435,11.2,desirable,0,85,,
100,600,IN718,500,SLM,100,70,435,11.2,LOF,1,,,
100,800,IN718,500,SLM,100,70,435,11.2,LOF,1,,,
100,1000,IN718,500,SLM,100,70,435,11.2,LOF,1,,,
150,1000,IN718,500,SLM,100,70,435,11.2,LOF,1,,,
150,1200,IN718,500,SLM,100,70,435,11.2,LOF,1,,,
100,600,IN718,,SLM,100,,435,11.2,LOF,1,,,
100,800,IN718,,SLM,100,,435,11.2,LOF,1,,,
100,1000,IN718,,SLM,100,,435,11.2,LOF,1,,,
150,1000,IN718,,SLM,100,,435,11.2,LOF,1,,,
150,1200,IN718,,SLM,100,,435,11.2,LOF,1,,,
150,1000,IN718,500,SLM,100,70,435,11.2,LOF,1,,,
75,800,IN718,,SLM,,40,435,11.2,LOF,1,,,
75,1500,IN718,,SLM,,40,435,11.2,LOF,1,,,
75,2200,IN718,,SLM,,40,435,11.2,LOF,1,,,
150,1500,IN718,,SLM,,40,435,11.2,LOF,1,,,
150,2200,IN718,,SLM,,40,435,11.2,LOF,1,,,
225,2200,IN718,,SLM,,40,435,11.2,LOF,1,,,
300,2200,IN718,,SLM,,40,435,11.2,LOF,1,,,
150,1200,IN718,,SLM,,40,435,11.2,LOF,1,,,
300,2500,IN718,,SLM,,40,435,11.2,LOF,1,,,
180,400,IN718,103,SLM,700,100,435,11.2,LOF,1,,,
180,600,IN718,103,SLM,700,100,435,11.2,LOF,1,,,
100,950,IN718,500,SLM,100,70,435,11.2,LOF,1,50,,
110,1000,IN718,500,SLM,100,70,435,11.2,LOF,1,50,,
140,950,IN718,500,SLM,100,70,435,11.2,LOF,1,,100,
150,1000,IN718,500,SLM,100,70,435,11.2,LOF,1,,100,
75,800,IN718,,SLM,,40,435,11.2,LOF,1,19,76,
75,1500,IN718,,SLM,,40,435,11.2,LOF,1,18,73,
75,2200,IN718,,SLM,,40,435,11.2,LOF,1,13,70,
150,1500,IN718,,SLM,,40,435,11.2,LOF,1,25,80,
150,2200,IN718,,SLM,,40,435,11.2,LOF,1,20,68,
225,2200,IN718,,SLM,,40,435,11.2,LOF,1,30,120,
300,2200,IN718,,SLM,,40,435,11.2,LOF,1,32,108,
142,960,IN718,,SLM,80,60,435,11.2,LOF,1,73,,
150,1200,IN718,,SLM,,40,435,11.2,LOF,1,34,97,
200,1200,IN718,,SLM,,40,435,11.2,LOF,1,41.5,113.6,
300,2200,IN718,,SLM,,40,435,11.2,LOF,1,42.7,104,
300,2500,IN718,,SLM,,40,435,11.2,LOF,1,39.9,94,
180,400,IN718,103,SLM,700,100,435,11.2,LOF,1,83,220,400
180,600,IN718,103,SLM,700,100,435,11.2,LOF,1,65,205,375
200,1200,IN718,500,SLM,100,70,435,11.2,balling,2,,,
250,1200,IN718,500,SLM,100,70,435,11.2,balling,2,,,
250,1400,IN718,500,SLM,100,70,435,11.2,balling,2,,,
300,800,IN718,500,SLM,100,70,435,11.2,balling,2,,,
300,1000,IN718,500,SLM,100,70,435,11.2,balling,2,,,
300,1200,IN718,500,SLM,100,70,435,11.2,balling,2,,,
300,1400,IN718,500,SLM,100,70,435,11.2,balling,2,,,
370,1200,IN718,500,SLM,100,70,435,11.2,balling,2,,,
370,1400,IN718,500,SLM,100,70,435,11.2,balling,2,,,
200,1200,IN718,,SLM,100,,435,11.2,balling,2,,,
250,1200,IN718,,SLM,100,,435,11.2,balling,2,,,
250,1400,IN718,,SLM,100,,435,11.2,balling,2,,,
300,1200,IN718,,SLM,100,,435,11.2,balling,2,,,
300,1400,IN718,,SLM,100,,435,11.2,balling,2,,,
370,1200,IN718,,SLM,100,,435,11.2,balling,2,,,
370,1400,IN718,,SLM,100,,435,11.2,balling,2,,,
230,1200,IN718,500,SLM,100,70,435,11.2,balling,2,,,
300,1000,IN718,500,SLM,100,70,435,11.2,balling,2,,,
230,1200,IN718,500,SLM,100,70,435,11.2,balling,2,100,,
300,1000,IN718,500,SLM,100,70,435,11.2,balling,2,,150,
225,1500,IN718,,SLM,,40,435,11.2,balling,2,52,115,
300,1500,IN718,,SLM,,40,435,11.2,balling,2,70,135,
150,200,IN718,500,SLM,100,70,435,11.2,keyhole,3,,,
200,200,IN718,500,SLM,100,70,435,11.2,keyhole,3,,,
200,400,IN718,500,SLM,100,70,435,11.2,keyhole,3,,,
250,200,IN718,500,SLM,100,70,435,11.2,keyhole,3,,,
250,400,IN718,500,SLM,100,70,435,11.2,keyhole,3,,,
300,400,IN718,500,SLM,100,70,435,11.2,keyhole,3,,,
370,400,IN718,500,SLM,100,70,435,11.2,keyhole,3,,,
370,800,IN718,500,SLM,100,70,435,11.2,keyhole,3,,,
150,200,IN718,,SLM,100,,435,11.2,keyhole,3,,,
200,200,IN718,,SLM,100,,435,11.2,keyhole,3,,,
200,400,IN718,,SLM,100,,435,11.2,keyhole,3,,,
250,200,IN718,,SLM,100,,435,11.2,keyhole,3,,,
250,400,IN718,,SLM,100,,435,11.2,keyhole,3,,,
300,400,IN718,,SLM,100,,435,11.2,keyhole,3,,,
370,400,IN718,,SLM,100,,435,11.2,keyhole,3,,,
370,800,IN718,,SLM,100,,435,11.2,keyhole,3,,,
150,200,IN718,500,SLM,100,70,435,11.2,keyhole,3,,,
250,660,IN718,,SLM,80,60,435,11.2,keyhole,3,,,
285,600,IN718,,SLM,80,60,435,11.2,keyhole,3,,,
200,100,IN718,,SLM,74,40,435,11.2,keyhole,3,,,
200,250,IN718,,SLM,74,40,435,11.2,keyhole,3,,,
200,500,IN718,,SLM,74,40,435,11.2,keyhole,3,,,
250,100,IN718,,SLM,74,40,435,11.2,keyhole,3,,,
250,250,IN718,,SLM,74,40,435,11.2,keyhole,3,,,
250,500,IN718,,SLM,74,40,435,11.2,keyhole,3,,,
250,1000,IN718,,SLM,74,40,435,11.2,keyhole,3,,,
285,960,IN718,,SLM,74,40,435,11.2,keyhole,3,,,
300,100,IN718,,SLM,74,40,435,11.2,keyhole,3,,,
300,150,IN718,,SLM,74,40,435,11.2,keyhole,3,,,
300,250,IN718,,SLM,74,40,435,11.2,keyhole,3,,,
170,585,IN718,,SLM,100,,435,11.2,keyhole,3,,,
285,600,IN718,,SLM,100,,435,11.2,keyhole,3,,,
250,700,IN718,,SLM,100,,435,11.2,keyhole,3,,,
400,900,IN718,,SLM,100,,435,11.2,keyhole,3,,,
140,950,IN718,,SLM,100,,435,11.2,keyhole,3,,,
170,950,IN718,,SLM,100,,435,11.2,keyhole,3,,,
285,950,IN718,,SLM,100,,435,11.2,keyhole,3,,,
250,1100,IN718,,SLM,100,,435,11.2,keyhole,3,,,
350,1100,IN718,,SLM,100,,435,11.2,keyhole,3,,,
400,1250,IN718,,SLM,100,,435,11.2,keyhole,3,,,
230,1300,IN718,,SLM,100,,435,11.2,keyhole,3,,,
180,200,IN718,,SLM,50,25,435,11.2,keyhole,3,,,
180,800,IN718,,SLM,50,25,435,11.2,keyhole,3,,,
132.8568,200,IN718,,SLM,74,,435,11.2,keyhole,3,,,
132.8568,400,IN718,,SLM,74,,435,11.2,keyhole,3,,,
132.8568,600,IN718,,SLM,74,,435,11.2,keyhole,3,,,
132.8568,800,IN718,,SLM,74,,435,11.2,keyhole,3,,,
132.8568,1000,IN718,,SLM,74,,435,11.2,keyhole,3,,,
132.8568,1200,IN718,,SLM,74,,435,11.2,keyhole,3,,,
132.8568,1400,IN718,,SLM,74,,435,11.2,keyhole,3,,,
187.8529,550,IN718,,SLM,74,,435,11.2,keyhole,3,,,
187.8529,200,IN718,,SLM,74,,435,11.2,keyhole,3,,,
187.8529,400,IN718,,SLM,74,,435,11.2,keyhole,3,,,
187.8529,600,IN718,,SLM,74,,435,11.2,keyhole,3,,,
187.8529,800,IN718,,SLM,74,,435,11.2,keyhole,3,,,
187.8529,1000,IN718,,SLM,74,,435,11.2,keyhole,3,,,
187.8529,1200,IN718,,SLM,74,,435,11.2,keyhole,3,,,
187.8529,1400,IN718,,SLM,74,,435,11.2,keyhole,3,,,
242.4484,400,IN718,,SLM,74,,435,11.2,keyhole,3,,,
242.4484,800,IN718,,SLM,74,,435,11.2,keyhole,3,,,
242.4484,200,IN718,,SLM,74,,435,11.2,keyhole,3,,,
242.4484,600,IN718,,SLM,74,,435,11.2,keyhole,3,,,
242.4484,1000,IN718,,SLM,74,,435,11.2,keyhole,3,,,
242.4484,1200,IN718,,SLM,74,,435,11.2,keyhole,3,,,
242.4484,1400,IN718,,SLM,74,,435,11.2,keyhole,3,,,
282.508,550,IN718,,SLM,74,,435,11.2,keyhole,3,,,
282.508,700,IN718,,SLM,74,,435,11.2,keyhole,3,,,
282.508,960,IN718,,SLM,74,,435,11.2,keyhole,3,,,
297.9023,1200,IN718,,SLM,74,,435,11.2,keyhole,3,,,
297.9023,1400,IN718,,SLM,74,,435,11.2,keyhole,3,,,
352.9557,400,IN718,,SLM,74,,435,11.2,keyhole,3,,,
352.9557,600,IN718,,SLM,74,,435,11.2,keyhole,3,,,
352.9557,800,IN718,,SLM,74,,435,11.2,keyhole,3,,,
352.9557,1000,IN718,,SLM,74,,435,11.2,keyhole,3,,,
352.9557,1200,IN718,,SLM,74,,435,11.2,keyhole,3,,,
352.9557,1400,IN718,,SLM,74,,435,11.2,keyhole,3,,,
407.9518,600,IN718,,SLM,74,,435,11.2,keyhole,3,,,
407.9518,800,IN718,,SLM,74,,435,11.2,keyhole,3,,,
407.9518,1000,IN718,,SLM,74,,435,11.2,keyhole,3,,,
407.9518,1200,IN718,,SLM,74,,435,11.2,keyhole,3,,,
407.9518,1400,IN718,,SLM,74,,435,11.2,keyhole,3,,,
120,200,IN718,500,SLM,100,70,435,11.2,keyhole,3,200,200,
150,200,IN718,500,SLM,100,70,435,11.2,keyhole,3,300,,
320,400,IN718,500,SLM,100,70,435,11.2,keyhole,3,300,200,
170,400,IN718,500,SLM,100,70,435,11.2,keyhole,3,200,175,
140,600,IN718,500,SLM,100,70,435,11.2,keyhole,3,100,150,
250,660,IN718,,SLM,80,60,435,11.2,keyhole,3,176,,
285,600,IN718,,SLM,80,60,435,11.2,keyhole,3,252,,
200,100,IN718,,SLM,74,40,435,11.2,keyhole,3,590,490,
200,250,IN718,,SLM,74,40,435,11.2,keyhole,3,350,265,
200,500,IN718,,SLM,74,40,435,11.2,keyhole,3,160,200,
250,100,IN718,,SLM,74,40,435,11.2,keyhole,3,90,53,
250,250,IN718,,SLM,74,40,435,11.2,keyhole,3,480,300,
250,500,IN718,,SLM,74,40,435,11.2,keyhole,3,240,210,
250,1000,IN718,,SLM,74,40,435,11.2,keyhole,3,100,170,
285,960,IN718,,SLM,74,40,435,11.2,keyhole,3,130,190,
300,100,IN718,,SLM,74,40,435,11.2,keyhole,3,1050,540,
300,150,IN718,,SLM,74,40,435,11.2,keyhole,3,730,460,
300,250,IN718,,SLM,74,40,435,11.2,keyhole,3,710,310,
170,585,IN718,,SLM,100,,435,11.2,keyhole,3,130,,
285,600,IN718,,SLM,100,,435,11.2,keyhole,3,215,,
250,700,IN718,,SLM,100,,435,11.2,keyhole,3,150,,
400,900,IN718,,SLM,100,,435,11.2,keyhole,3,190,,
140,950,IN718,,SLM,100,,435,11.2,keyhole,3,45,,
170,950,IN718,,SLM,100,,435,11.2,keyhole,3,63,,
285,950,IN718,,SLM,100,,435,11.2,keyhole,3,120,,
250,1100,IN718,,SLM,100,,435,11.2,keyhole,3,90,,
350,1100,IN718,,SLM,100,,435,11.2,keyhole,3,117,,
400,1250,IN718,,SLM,100,,435,11.2,keyhole,3,130,,
230,1300,IN718,,SLM,100,,435,11.2,keyhole,3,70,,
180,200,IN718,,SLM,50,25,435,11.2,keyhole,3,420,,
180,800,IN718,,SLM,50,25,435,11.2,keyhole,3,120,,
132.8568,200,IN718,,SLM,74,,435,11.2,keyhole,3,204.8288,,
132.8568,400,IN718,,SLM,74,,435,11.2,keyhole,3,76.34306,,
132.8568,600,IN718,,SLM,74,,435,11.2,keyhole,3,48.46466,,
132.8568,800,IN718,,SLM,74,,435,11.2,keyhole,3,29.16894,,
132.8568,1000,IN718,,SLM,74,,435,11.2,keyhole,3,20.68306,,
132.8568,1200,IN718,,SLM,74,,435,11.2,keyhole,3,20.07516,,
132.8568,1400,IN718,,SLM,74,,435,11.2,keyhole,3,14.39648,,
187.8529,550,IN718,,SLM,74,,435,11.2,keyhole,3,70.92381,,
187.8529,200,IN718,,SLM,74,,435,11.2,keyhole,3,322.9449,,
187.8529,400,IN718,,SLM,74,,435,11.2,keyhole,3,141.9738,,
187.8529,600,IN718,,SLM,74,,435,11.2,keyhole,3,67.24967,,
187.8529,800,IN718,,SLM,74,,435,11.2,keyhole,3,45.72174,,
187.8529,1000,IN718,,SLM,74,,435,11.2,keyhole,3,42.20945,,
187.8529,1200,IN718,,SLM,74,,435,11.2,keyhole,3,29.8144,,
187.8529,1400,IN718,,SLM,74,,435,11.2,keyhole,3,22.07466,,
242.4484,400,IN718,,SLM,74,,435,11.2,keyhole,3,228.9173,,
242.4484,800,IN718,,SLM,74,,435,11.2,keyhole,3,74.7296,,
242.4484,200,IN718,,SLM,74,,435,11.2,keyhole,3,458.4889,,
242.4484,600,IN718,,SLM,74,,435,11.2,keyhole,3,96.4128,,
242.4484,1000,IN718,,SLM,74,,435,11.2,keyhole,3,54.9886,,
242.4484,1200,IN718,,SLM,74,,435,11.2,keyhole,3,35.46094,,
242.4484,1400,IN718,,SLM,74,,435,11.2,keyhole,3,30.7824,,
282.508,550,IN718,,SLM,74,,435,11.2,keyhole,3,139.9728,,
282.508,700,IN718,,SLM,74,,435,11.2,keyhole,3,104.9312,,
282.508,960,IN718,,SLM,74,,435,11.2,keyhole,3,78.53694,,
297.9023,1200,IN718,,SLM,74,,435,11.2,keyhole,3,61.50014,,
297.9023,1400,IN718,,SLM,74,,435,11.2,keyhole,3,53.3368,,
352.9557,400,IN718,,SLM,74,,435,11.2,keyhole,3,402.688,,
352.9557,600,IN718,,SLM,74,,435,11.2,keyhole,3,167.088,,
352.9557,800,IN718,,SLM,74,,435,11.2,keyhole,3,126.6787,,
352.9557,1000,IN718,,SLM,74,,435,11.2,keyhole,3,91.05666,,
352.9557,1200,IN718,,SLM,74,,435,11.2,keyhole,3,78.892,,
352.9557,1400,IN718,,SLM,74,,435,11.2,keyhole,3,68.01826,,
407.9518,600,IN718,,SLM,74,,435,11.2,keyhole,3,282.656,,
407.9518,800,IN718,,SLM,74,,435,11.2,keyhole,3,131.3251,,
407.9518,1000,IN718,,SLM,74,,435,11.2,keyhole,3,118.6768,,
407.9518,1200,IN718,,SLM,74,,435,11.2,keyhole,3,98.67134,,
407.9518,1400,IN718,,SLM,74,,435,11.2,keyhole,3,88.8624,,
340,800,IN718,500,SLM,100,70,435,11.2,,,200,,
340,600,IN718,500,SLM,100,70,435,11.2,,,,200,
120,800,IN718,500,SLM,100,70,435,11.2,,,,100,
180,1200,IN718,500,SLM,100,70,435,11.2,,,,100,
100,200,IN718,,SLM,,40,435,11.2,,,148.1,154.2,
150,200,IN718,,SLM,,40,435,11.2,,,215.7,204.3,
200,200,IN718,,SLM,,40,435,11.2,,,280.5,223.3,
200,700,IN718,,SLM,,40,435,11.2,,,64.4,144.5,
300,200,IN718,,SLM,,40,435,11.2,,,299.1,295.1,
300,700,IN718,,SLM,,40,435,11.2,,,96.5,185,
300,1200,IN718,,SLM,,40,435,11.2,,,101.1,132,
720,450,IN718,,SLM,0.616112188,50,435,11.2,,,175,,
510,300,IN718,,SLM,0.626529767,50,435,11.2,,,150,,
765,450,IN718,,SLM,0.626529767,50,435,11.2,,,180,,
540,300,IN718,,SLM,0.635653642,50,435,11.2,,,156,,
810,450,IN718,,SLM,0.635653642,50,435,11.2,,,190,,
570,300,IN718,,SLM,0.643644472,50,435,11.2,,,162,,
855,450,IN718,,SLM,0.643644472,50,435,11.2,,,200,,
600,300,IN718,,SLM,0.650642964,50,435,11.2,,,172,,
150,200,IN718,,SLM,75,40,435,11.2,,,215.7,357.2,
200,200,IN718,,SLM,75,40,435,11.2,,,280.5,436.1,
300,200,IN718,,SLM,75,40,435,11.2,,,299.1,527.1,
180,800,IN718,103,SLM,700,100,435,11.2,,,,193,350
